,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
801,Scentre Group,16.472,1.893,3.2331,29.265,802,Financials,Investment Services,Australia,Australia,Australia,,Peter Allen,http://www.forbes.com/companies/scentre-group/,0.11047667900000001,1.70792393,"Scentre Group Limited is a shopping centre company with retail destinations operating under the Westfield brand in Australia and New Zealand. The corporation undertakes ownership, development, design, construction, funds/asset management, property management, leasing, and marketing activities for its centres. The group was created in June 2014 when the Westfield Group separated its American and European businesses from its operations in Australia and New Zealand. The company is listed on the Australian Securities Exchange and had a shopping centre portfolio that includes investment interests in 41 shopping centres across Australia and New Zealand in 2019, encompassing around 12,544 retail outlets and total assets under management in excess of A$39.4 billion in 2015.

"
802,Great Wall Motor,13.907,15.2,0.789,17.406,803,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Feng Wang,http://www.forbes.com/companies/great-wall-motor/,0.045329197,0.051907895,"Great Wall Motors Company Limited is a Chinese automobile manufacturer headquartered in Baoding, Hebei. The company is named after the Great Wall of China and was formed in 1984. It is China's largest sport utility vehicle (SUV) and pick-up truck producer. It sells passenger cars and trucks under the Great Wall brand and SUVs under the Haval and WEY brands.
In 2016, Great Wall Motors set a historical sales record of 1,074,471 cars worldwide, increased by 26% compared to 2015."
803,Rockwell Collins,22.055999999999997,8.478,0.909,18.3,804,Industrials,Aerospace & Defense,North America,United States,Iowa,Iowa,Robert Ortberg,http://www.forbes.com/companies/rockwell-collins/,0.049672130999999994,0.10721868400000001,"Rockwell Collins was a multinational corporation company headquartered in Cedar Rapids, Iowa providing avionics and information technology systems and services to government agencies and aircraft manufacturers. It was formed when the Collins Radio Company, facing financial difficulties, was purchased by Rockwell International in 1973. In 2001, the avionics division of Rockwell International was spun off to form the current Rockwell Collins, Inc, retaining its name.
The company was acquired by United Technologies Corporation on November 27, 2018, and now operates as part of Collins Aerospace, a subsidiary of Raytheon Technologies."
804,Bankia,13.71,3.952,0.8659,257.098,805,Financials,Regional Banks,Europe,Spain,Spain,,José Álvarez,http://www.forbes.com/companies/bankia/,0.003367976,0.21910425100000003,"Bankia (Spanish pronunciation: [ˈbaŋkja]) is a Spanish financial services company that was formed in December 2010, consolidating the operations of seven regional savings banks,
and was partially nationalized by the government of Spain in May 2012 due to the near collapse of the institution.
As of 2017, Bankia is the fourth largest bank of Spain with total assets of €179.1 billion.

"
805,Galp Energia,16.952,17.837,0.7126,14.964,805,Energy,Oil & Gas Operations,Europe,Portugal,Portugal,,Carlos Gomes da Silva,http://www.forbes.com/companies/galp-energia/,0.047620957,0.039950664,"Galp Energia, SGPS, S.A. is a Portuguese corporation which consists of more than 100 companies engaged in activities such as natural gas supply, regasification, transport, storage, and distribution; petroleum products exploration, production, refining, trading, logistics and retailing; co-generation and renewable energy. Its stock was partially listed on the Euronext Lisbon stock exchange in the second half of 2006.

"
806,Samba Financial Group,14.815,2.265,1.3587,61.043,807,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Ranya Nashar,http://www.forbes.com/companies/samba-financial-group/,0.02225808,0.59986755,"Samba Financial Group SJSC, formerly known as The Saudi American Bank, is a Saudi multinational banking firm based in Saudi Arabia. The combined institution had 66 branches in the Kingdom. 
Its international operations consist of a branch each in London, Qatar and Dubai, as well as a subsidiary that has 40 branches across major cities in Pakistan. The company dates back to 1955. After a partial nationalization program by the Saudi government, Citibank owned a 40% stake in the company in 1980, but sold its remaining interest in 2004.

"
807,Tokyo Gas,12.192,16.035999999999998,0.6766,21.953000000000003,808,Utilities,Natural Gas Utilities,Asia,Japan,Japan,,Michiaki Hirose,http://www.forbes.com/companies/tokyo-gas/,0.030820389,0.042192567,"Tokyo Gas Co., Ltd. (東京瓦斯（ガス）株式会社, Tōkyō Gasu Kabushiki-gaisha, TYO: 9531), founded in 1885, is the primary provider of natural gas to the main cities of Tokyo, Kanagawa, Saitama, Chiba, Ibaraki, Tochigi, Gunma, Yamanashi, and Nagano. As of 2012, Tokyo Gas is the largest natural gas utility in Japan.

"
808,National Bank of Kuwait,14.982999999999999,3.762,1.0438,89.396,809,Financials,Regional Banks,Asia,Kuwait,Kuwait,,Isam Al-Sager,http://www.forbes.com/companies/national-bank-of-kuwait/,0.011676138,0.277458799,"The National Bank of Kuwait (NBK) was founded in 1952. It is the largest financial institution in Kuwait, with branches and subsidiaries in China, Geneva, London, Paris, New York, and Singapore, and a regional presence across the Middle East in Lebanon, Jordan, Egypt, Bahrain, Saudi Arabia, Iraq, Turkey, and the UAE.
The group reported a net profit after non-controlling interests of KD 370.7 million compared to KD 322.4 million for 2017, an increase of 15%. Operating profit amounted to KD 606.9 million as compared to KD 557.2 million in 2017, an increase of 8.9%. Net interest income and net income from Islamic financing at KD 690.5 million reflects a 9.8% increase on 2017 (KD 629 million). Net fees and commissions at KD 150.2 million reflects a 8.4% increase on 2017 (KD 138.6 million). Net gains from dealing in foreign currencies amounted to KD 39 million in 2018 as compared to KD 33.7 million in 2017. Operating expenses amounted to KD 276.3 million as compared to KD 265.4 million in 2017. The cost to income ratio for 2018 improved to 31.3% as compared to 32.3% in 2017. Provision charge for credit losses and impairment losses amounted to KD 179.7 million as compared to KD 188.2 million in 2017. The return on average equity at 12% in 2018 compared to 10.8% in 2017.

"
809,Mitsubishi Motors,11.702,19.781,0.971,15.565,810,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Osamu Masuko,http://www.forbes.com/companies/mitsubishi-motors/,0.062383553,0.049087507999999995,"Mitsubishi Motors Corporation (Japanese: 三菱自動車工業株式会社, Hepburn: Mitsubishi Jidōsha Kōgyō KK, IPA: [mitsɯꜜbiɕi]; commonly known as Mitsubishi Motors) is a Japanese multinational automotive manufacturer headquartered in Minato, Tokyo, Japan. In 2011, Mitsubishi Motors was the sixth-largest Japanese automaker and the nineteenth-largest worldwide by production. Since October 2016, Mitsubishi has been one-third (34%) owned by Nissan, and thus a part of the Renault–Nissan–Mitsubishi Alliance.Besides being part of the Renault–Nissan–Mitsubishi Alliance, it is also a part of Mitsubishi keiretsu, formerly the biggest industrial group in Japan, and the company was originally formed in 1970 from the automotive division of Mitsubishi Heavy Industries.Mitsubishi Fuso Truck and Bus Corporation, which builds commercial grade trucks, buses and heavy construction equipment, was formerly a part of Mitsubishi Motors, but is now separate from Mitsubishi Motors, and is owned by the German automotive corporation Daimler AG (though Mitsubishi continues to own a small stake)."
810,Tesla,51.118,12.470999999999998,-2.3407,27.271,811,Consumer Discretionary,Auto & Truck Manufacturers,North America,United States,California,California,Elon Musk,http://www.forbes.com/companies/tesla/,-0.085831103,-0.18769144399999999,NEEDS_MANUAL_SUMMARY
811,Uni-President,13.365,13.607000000000001,1.3227,14.132,812,Consumer Staples,Food Processing,Asia,Taiwan,Taiwan,,Jung Hou,http://www.forbes.com/companies/uni-president/,0.093596094,0.09720732,"The Uni-President Lions, also known as Uni-Lions, (Chinese: 統一獅) are a professional baseball team played in the Chinese Professional Baseball League (CPBL). The Lions are based in Tainan City, Taiwan, and homefielded primary at Tainan Municipal Baseball Stadium.
The organization is owned by Uni-President Corporation, one of Taiwan's largest conglomerates, whose subsidiary Uni-President Baseball Team Company oversees operations of the team. The Lions are the only CPBL team owned by the same parent company and played continuously since CPBL's founding season in 1990."
812,Ryanair Holdings,21.308000000000003,7.897,1.6374,13.966,813,Industrials,Airline,Europe,Ireland,Ireland,,Michael O'Leary,http://www.forbes.com/companies/ryanair-holdings/,0.11724187300000001,0.207344561,"Buzz is a Polish airline headquartered in Warsaw. Formerly called Ryanair Sun, it is a subsidiary of the Irish airline company, Ryanair Holdings, and a sister airline to Ryanair DAC, Ryanair UK, Malta Air and Laudamotion. 
Formed in 2017 and initially positioned as a charter airline without any scheduled services, Buzz operates scheduled flights on behalf of Ryanair, and charter flights in its own right, out of Poland. In March 2019, Ryanair announced that Ryanair Sun would be rebranded as Buzz in autumn 2019. Buzz commenced operations in January 2020."
813,Fortum,21.294,5.695,1.0693,26.162,814,Utilities,Electric Utilities,Europe,Finland,Finland,,Pekka Lundmark,http://www.forbes.com/companies/fortum/,0.040872257,0.187761194,"Fortum Oyj is a Finnish state-owned energy company focusing on the Nordic and Baltic countries, Poland, Russia and India. Fortum operates power plants, including co-generation plants, and generates and sells electricity and heat. The company also sells waste services such as recycling, reutilisation, final disposal solutions and soil remediation and environmental constructions services, and other energy-related services and products e.g. consultancy services for power plants and electric vehicle charging. Fortum is listed on the NASDAQ OMX Helsinki stock exchange.

"
814,Oneok,27.057,12.677999999999999,0.565,16.432000000000002,815,Energy,Oil Services & Equipment,North America,United States,Oklahoma,Oklahoma,Terry Spencer,http://www.forbes.com/companies/oneok/,0.034384129,0.044565389000000004,"ONEOK, Inc. (pronounced ""One-Oak"") is a diversified Fortune 500 corporation based in Tulsa, Oklahoma. ONEOK was founded in 1906 as Oklahoma Natural Gas Company, but It changed its corporate name to ONEOK in December 1980. It also owns major natural gas liquids (NGL) systems due to the 2005 acquisition of Koch Industries natural gas businesses.
ONEOK's Energy Services operation focuses primarily on marketing natural gas and related services throughout the U.S. Energy Services, which derives more than 84 percent of its earnings from the physical marketing business, showed an operating income increase of $26.5 million. Energy Services’ retail business participates in customer gas choice program in Nebraska and Wyoming.
On December 22, 2005,  The ONEOK Foundation said it would donate $1 million this winter to assist residents in Oklahoma, Kansas and Texas with their energy bills.In 2007, Fortune magazine named ONEOK the most admired company in the energy industry.ONEOK's predecessor, Oklahoma Natural Gas Company (ONG), had been headquartered in an Art Deco building on the northwest corner of Seventh Street and Boston Avenue in Tulsa since 1928. In 1982, ONEOK chairman, J. E. Tyree, announced plans to demolish the ONG building and replace it with a new 16-story tower. However, this did not happen. Instead, ONEOK bought a new Cities Service Company building still under construction (later renamed Citgo) in August, 1982. The Cities Service Company, undergoing financial difficulties, already had a project underway to build a high-rise headquarters building at Fifth and Boulder. ONEOK realized that it would be more economical to cap the planned structure at 17 stories and move its headquarters there, rather than to proceed with its original plan. It completed the new black granite and glass tower in 1984.In 2009, ONEOK sponsored the construction of ONEOK Field, the new Tulsa Drillers minor league baseball stadium in downtown Tulsa."
815,Chongqing Rural Bank,7.096,6.7170000000000005,1.3713,142.859,816,Financials,Regional Banks,Asia,China,China,,Jian Liu,http://www.forbes.com/companies/chongqing-rural-bank/,0.009598975,0.20415364,"Chongqing (Sichuanese pronunciation: [tsʰoŋ˨˩tɕʰin˨˩˦], Standard Mandarin pronunciation: [ʈʂʰʊ̌ŋ.tɕʰîŋ] (listen), UK: , US: ,), alternately romanized as Chungking, is a municipality in southwest China.
Administratively, it is one of the four municipalities under the direct administration of central government of the People's Republic of China (the other three are Beijing, Shanghai and Tianjin), and the only such municipality located deep inland. The municipality of Chongqing, roughly the size of Austria, includes the city of Chongqing as well as various discontiguous cities. As the Chongqing municipality government directly administers the city of Chongqing and adjacent rural counties, as well as other cities not connected to the city of Chongqing, Chongqing municipality can technically claim to be the largest city proper in the world, even though this is due to a classification technicality and not because it is actually the world's largest urban area, a title which belongs to the Guangdong-Hong Kong-Macau Greater Bay Area.
During the Republic of China (ROC) administration, Chongqing was a municipality located within Sichuan Province. As one of the world's antifascist command centers, it served as its wartime capital during the Second Sino-Japanese War (1937–1945). The current municipality was separated from Sichuan province on 14 March 1997 to help develop the central and western parts of China. The Chongqing administrative municipality has a population of over 30 million. The city of Chongqing, comprising 9 urban and suburban districts, has a population of 8,750,000 as of 2018. According to the 2010 census, Chongqing is the most populous Chinese municipality, and also the largest direct-controlled municipality in China, containing 26 districts, eight counties, and four autonomous counties.
The official abbreviation of the city, ""Yú"" (渝), was approved by the State Council on 18 April 1997. This abbreviation is derived from the old name of a part of the Jialing River that runs through Chongqing and feeds into the Yangtze River.
Chongqing has a significant history as well as much culture. As one of China's National Central Cities, it serves as a financial center of the Sichuan Basin and the upstream Yangtze. It is a major manufacturing and transportation center; a July 2012 report by the Economist Intelligence Unit described it as one of China's ""13 emerging megalopolises"". Chongqing is ranked as a Beta global city. Chongqing is also one of the top 100 science cities in the world by scientific research as tracked by the Nature Index according to the Nature Index 2020 Science Cities and home to several notable universities, including Chongqing University and Southwest University."
816,Link REIT,18.529,1.234,3.0706,24.558000000000003,817,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Kwok Hongchoy,http://www.forbes.com/companies/link-reit/,0.125034612,2.488330632,"Link Real Estate Investment Trust (Chinese: 領展房地產投資信託基金, or 領展; previously known as The Link Real Estate Investment Trust  (領匯房地產投資信託基金, or 領匯), managed by Link Asset Management Limited, is the first real estate investment trust in Hong Kong and currently the largest in Asia in terms of market capitalisation. It is wholly owned by private and institutional investors.
Link REIT's portfolio consists of 126 properties with about 9 million sq ft of retail and office space in Hong Kong, as well as 7 properties with about 6 million sq ft of retail and office space  outside Hong Kong. Link REIT has its head office at The Quayside (海濱匯) in Kwun Tong.

"
817,Itaúsa,26.77,1.556,2.6319999999999997,19.77,818,Industrials,Conglomerates,South America,Brazil,Brazil,,Alfredo Setubal,http://www.forbes.com/companies/itausa/,0.133131007,1.69151671,"Itaúsa is a Brazilian holding company which controls several companies active in areas such as the financial and real estate sectors; industries including wood panels, pottery and metal; health; chemicals; and fashion. The main companies that Itaúsa controls are Itaú Unibanco, Duratex and Alpargatas.
It is one of the largest private conglomerates in Brazil and one of the largest in the world.
The control of the company rests with the Setubal and Villela families along with the Camargo family as minority holder.

"
818,PTT Global Chemical,13.413,13.562000000000001,1.1648,14.280999999999999,819,Materials,Diversified Chemicals,Asia,Thailand,Thailand,,Supattanapong Punmeechaow,http://www.forbes.com/companies/ptt-global-chemical/,0.081562916,0.085887037,
819,Essilor International,29.848000000000003,8.448,0.8899,14.77,820,Health Care,Medical Equipment & Supplies,Europe,France,France,,Hubert Sagnières,http://www.forbes.com/companies/essilor-international/,0.060250508,0.105338542,"Essilor International S.A. is a French-based international ophthalmic optics company that designs, manufactures and markets lenses to correct or protect eyesight. Its headquarters is in Charenton-le-Pont (near Paris), France.
Essilor is responsible for creating Varilux, the world's first progressive lens, which corrects presbyopia and allows clear vision in the wearer's near, intermediate and far vision. The company formed from the merger of ophthalmic firms Essel and Silor in 1972. Its activities are largely focused on research and development. It is the world's largest manufacturer of ophthalmic lenses.In January 2017 Essilor announced a combination with Italian eyewear giant Luxottica. On 1 October 2018, the new holding company EssilorLuxottica was born, resulting in combined market capitalization of approximately €57 billion.

"
820,Kajima,9.982999999999999,17.087,1.1625,16.884,820,Industrials,Construction Services,Asia,Japan,Japan,,Mitsuyoshi Nakamura,http://www.forbes.com/companies/kajima/,0.06885216799999999,0.068034178,"Kajima Corporation (鹿島建設株式会社, Kajima Kensetsu Kabushiki-gaisha) is one of the oldest and largest construction companies in Japan.  Founded in 1840, the company has its headquarters in Motoakasaka, Minato, Tokyo. The company is known for its DIB-200 proposal. The company stock is traded on four leading Japanese stock exchanges and is a constituent of the Nikkei 225 stock index.Kajima's services include design, engineering, construction, and real estate development. Kajima builds high-rise structures, railways, power plants, dams, and bridges. Its subsidiaries are located throughout Asia, Oceania, Europe, and North America. A downturn in the construction industry during the latter half of the 1990s prompted Kajima to expand its operations to the environmental sector, specifically waste treatment, water treatment, soil rehabilitation, and environmental consulting."
821,Centrica,11.186,36.089,0.4288,27.959,822,Utilities,Natural Gas Utilities,Europe,United Kingdom,United Kingdom,,Iain Conn,http://www.forbes.com/companies/centrica/,0.015336743,0.011881737,"Centrica plc is a British multinational energy and services company with its headquarters in Windsor, Berkshire. Its principal activity is the supply of electricity and gas to consumers in the United Kingdom and Ireland. It also provides energy solutions and trading to businesses worldwide.
It is the largest supplier of gas to domestic customers in the United Kingdom, and one of the largest suppliers of electricity, operating under the trading names Scottish Gas in Scotland and British Gas in England and Wales. It owns Bord Gáis Energy in Ireland. The company also provides household services including plumbing.
Centrica is listed on the London Stock Exchange, and is a constituent of the FTSE 250 Index.

"
822,NetEase,35.157,8.009,1.5759,10.908,823,Information Technology,Computer Services,Asia,China,China,,Lei Ding,http://www.forbes.com/companies/netease/,0.144471947,0.196766138,"NetEase, Inc. (simplified Chinese: 网易; traditional Chinese: 網易; pinyin: WǎngYì) is a Chinese Internet technology company providing online services centered on content, community, communications, and commerce. The company was founded in 1997 by Ding Lei. NetEase develops and operates online PC and mobile games, advertising services, email services and e-commerce platforms in China. It is one of the largest Internet and video game companies in the world. The company also owns several pig farms.Some of NetEase's games include the Westward Journey series (Fantasy Westward Journey, Westward Journey Online II, Fantasy Westward Journey II, and New Westward Journey Online II), as well as other games,  such as Tianxia III, Heroes of Tang Dynasty Zero and Ghost II. NetEase also partners with  Blizzard Entertainment to operate local versions of Warcraft III, World of Warcraft, Hearthstone, StarCraft II, Diablo III: Reaper of Souls, Overwatch in China, the RPG game Onmyoji, and the Onmyoji Arena MOBA. They are also developing their first self-developed VR multiplayer online game with an open world setting, which is called Nostos.

"
823,Keyence,75.836,4.754,1.9001,13.975,824,Information Technology,Electronics,Asia,Japan,Japan,,Akinori Yamamoto,http://www.forbes.com/companies/keyence/,0.135964222,0.399684476,"Keyence Corporation (キーエンス, Kīensu) is a direct sales organization that develops and manufactures automation sensors, vision systems, barcode readers, laser markers, measuring instruments, and digital microscopes.
Keyence is fabless (fabrication-less) - although it is a manufacturer; it specializes solely in product planning and development and does not manufacture the final products. Keyence products are manufactured at qualified contract manufacturing companies.

"
824,S-Oil,11.54,18.993,0.9378,15.264000000000001,825,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Othman Al-Ghamdi,http://www.forbes.com/companies/s-oil/,0.061438679,0.049376086,"Shell Oil Company is the United States-based wholly owned subsidiary of Royal Dutch Shell, a transnational corporation ""oil major"" of Anglo-Dutch origins, which is amongst the largest oil companies in the world. Approximately 80,000 Shell employees are based in the U.S. Its U.S. headquarters are in Houston, Texas. Shell Oil Company, including its consolidated companies and its share in equity companies, is one of America's largest oil and natural gas producers, natural gas marketers, gasoline marketers and petrochemical manufacturers.
Shell is the market leader through approximately 25,000 Shell-branded gas stations in the U.S. which also serve as Shell's most visible public presence. At its gas stations Shell provides diesel fuel, gasoline and LPG. Shell Oil Company was a 50/50 partner with the Saudi Arabian government-owned oil company Saudi Aramco in Motiva Enterprises, a refining and marketing joint venture which owns and operates three oil refineries on the Gulf Coast of the United States. However, Shell is currently divesting its interest in Motiva.

Shell products include oils, fuels, and car services as well as exploration, production, and refining of petroleum products. The Shell Oil Refinery in Martinez, California, the first Shell refinery in the United States, supplies Shell and Texaco stations in the West and Midwest.Shell gasoline previously included the RU2000 and SU2000 lines (later there was a SU2000E) but they have been superseded by the V-Power line.In 1997, Shell and Texaco entered into two refining/marketing joint ventures. One combined their Midwestern and Western operations and was known as Equilon. The other, known as Motiva Enterprises, combined the Eastern and Gulf Coast operations of Shell Oil and Star Enterprise, itself a joint venture between Saudi Aramco and Texaco.After Texaco merged with Chevron in 2001, Shell purchased Texaco's shares in the joint ventures. In 2002, Shell began converting these Texaco stations to the Shell brand, a process that was to be completed by June 2004 and was called ""the largest retail re-branding initiative in American business history"". In the year 2016, Shell Nederland Raffinaderij BV (Shell Pernis) said that it has started a new aromatics unit at the large Pernis refinery in Rotterdam, Netherlands.In recent years The Shell Oil Company's Midstream, and Downstream, in particular, have become limited to petroleum, and chemical products. This has come as a result of Royal Dutch Shell breaking off its Natural Gas and power businesses into a new segment named Integrated Gas. The Shell Oil Company's former Natural Gas, and energy divisions are now Shell Energy North America, a closely integrated, but a distinctive entity that runs across North America and is headquartered out of Houston."
825,Mahindra & Mahindra,16.054000000000002,14.011,1.1340000000000001,12.415,826,Consumer Discretionary,Auto & Truck Manufacturers,Asia,India,India,,Pawan Goenka,http://www.forbes.com/companies/mahindra-mahindra/,0.09134112,0.080936407,"Mahindra & Mahindra Limited is an Indian multinational automotive manufacturing corporation headquartered in Mumbai, Maharashtra, India. It was established in 1945 as Muhammad & Mahindra and later renamed as Mahindra and Mahindra. It is one of the largest vehicle manufacturers by production in India and the largest manufacturer of tractors in the world. It is a part of the Mahindra Group, an Indian conglomerate. It was ranked 17th on a list of top companies in India by Fortune India 500 in 2018. Its major competitors in the Indian market include Maruti Suzuki and Tata Motors.

"
826,Bharti Airtel,22.912,12.982000000000001,0.1705,38.42,827,Telecommunication Services,Telecommunications services,Asia,India,India,,Gopal Vittal,http://www.forbes.com/companies/bharti-airtel/,0.004437793,0.01313357,"Bharti Airtel Limited, also known as Airtel, is an Indian multinational telecommunications services company based in New Delhi, Delhi NCT. It operates in 18 countries across South Asia and Africa, and also in the Channel Islands. Airtel provides 2G, 4G LTE, 4G+ mobile services, fixed line broadband and voice services depending upon the country of operation. Airtel had also rolled out its VoLTE technology across all Indian telecom circles. It is the  second largest mobile network operator in India and the Second largest mobile network operator in the world with over 457.96 million (45.796 crore) subscribers. Airtel was named India's 2nd most valuable brand in the first ever Brandz ranking by Millward Brown and WPP plc.Airtel is credited with pioneering the business strategy of outsourcing all of its business operations except marketing, sales and finance and building the 'minutes factory' model of low cost and high volumes. The strategy has since been adopted by several operators. Airtel's equipment is provided and maintained by Ericsson, Huawei, and Nokia Networks whereas IT support is provided by Amdocs. The transmission towers are maintained by subsidiaries and joint venture companies of Bharti including Bharti Infratel and Indus Towers in India. Ericsson agreed for the first time to be paid by the minute for installation and maintenance of their equipment rather than being paid up front, which allowed Airtel to provide low call rates of ₹1 (1.4¢ US)/minute."
827,Bank of East Asia,12.25,3.573,1.1224,103.48100000000001,828,Financials,Regional Banks,Asia,Hong Kong,Hong Kong,,Kwok Li,http://www.forbes.com/companies/bank-of-east-asia/,0.010846436000000001,0.314133781,"The Bank of East Asia Limited, often abbreviated to BEA, is a Hong Kong banking and financial services company, headquartered in Central, Hong Kong. It is currently the largest independent local Hong Kong bank, and one of two remaining family-run Hong Kong banks, with the other being Dah Sing Bank. It continues to be run by 3rd and 4th generation of the Li family.It was incorporated as a publicly-listed bank in Hong Kong in 14 November 1918, and officially opened for business on 4 January 1919, by a group of local Hong Kong Chinese businessmen who ""not only understood modern banking, but the needs of modern Chinese business."" Essentially, it aimed to serve local Hong Kong citizens and businesses who were currently underserved by the large British banks and small, unorganized, and often unincorporated local Hong Kong moneylenders.  By the 1930s, BEA was considered the most influential local Hong Kong bank in the city.

"
828,Bangkok Bank,11.387,4.939,1.0198,101.5,829,Financials,Regional Banks,Asia,Thailand,Thailand,,Chatri Sophonpanich,http://www.forbes.com/companies/bangkok-bank/,0.010047291,0.20647904399999997,"Bangkok Bank Public Company Limited (Thai: ธนาคารกรุงเทพ, RTGS: Thanakhan Krung Thep) is one of the largest commercial banks in Thailand. Its branch network includes over 1,165 branches, As of September 2018 within Thailand, with 32 international branches in 15 economies, including wholly owned subsidiaries in Indonesia, Malaysia and China. Bangkok Bank has branches in London and New York to complement its Southeast Asian network.

"
829,Fortis (Canada),13.907,6.4079999999999995,0.8235,38.071,830,Utilities,Electric Utilities,North America,Canada,Canada,,Barry Perry,http://www.forbes.com/companies/fortis-canada/,0.021630637,0.128511236,"Fortis Inc. is a St. John's, Newfoundland and Labrador-based international diversified electric utility holding company. It operates in Canada, the United States, Central America,  and the Caribbean. In 2015, it earned $6.7 billion CAD.Fortis was formed in 1987, when shareholders of the regulated transmission and distribution utility Newfoundland Light & Power Co. voted to form a separate holding company.  NL&P shares were exchanged for Fortis shares on a one-to-one basis, with the regulated NL&P becoming a 100% owned subsidiary.
Fortis currently owns the following regulated utilities:

FortisBC, a utility in British Columbia
FortisAlberta Inc., a holding company for assets purchased from Aquila, Inc.
Central Hudson Gas & Electric, a utility in New York
Tucson Electric Power and UniSource Energy Services, utilities in Arizona
Newfoundland Power, serving 85% of the population of Newfoundland and Labrador  This is Fortis Inc.'s original operating electric power subsidiary.
Maritime Electric, serving 90% of the population of Prince Edward Island
FortisOntario, a holding company for Canadian Niagara Power Company, Cornwall Electric, and Algoma Power
Caribbean Utilities, a utility in the Cayman Islands
FortisTCI, a utility in the Turks and Caicos Islands
Belize Electricity Limited, a utility in Belize
ITC Transmission, Novi, MichiganFortis also operates three non-regulated companies:

Fortis Generation, hydro generation in New York state and central Newfoundland.
Griffith Energy Services, a petroleum supplier in the eastern United States.

"
830,Banco BPM,5.334,5.195,2.951,193.577,831,Financials,Regional Banks,Europe,Italy,Italy,,Giuseppe Castagna,http://www.forbes.com/companies/banco-bpm/,0.01524458,0.568046198,"Banco BPM S.p.A. is an Italian bank that started to operate on 1 January 2017, by the merger of Banco Popolare and Banca Popolare di Milano (BPM) (approved by the board of directors on 24 May 2016). The bank is the third largest retail and corporate banking conglomerate in Italy (in terms of total assets in 2016), behind Intesa Sanpaolo and UniCredit. The bank had dual headquarters in Verona and Milan respectively.
The shares of the bank is a constituent of Italian blue chip index FTSE MIB; in 2018 Forbes Global 2000, Banco BPM was ranked the 831st.

"
831,Galaxy Entertainment,38.224000000000004,8.014,1.348,10.722000000000001,832,Consumer Discretionary,Casinos & Gaming,Asia,Hong Kong,Hong Kong,,Che Lui,http://www.forbes.com/companies/galaxy-entertainment/,0.12572281300000002,0.16820564,"Galaxy Entertainment Group (""GEG"") (Chinese: 銀河娛樂集團 is a company listed on the Hong Kong Stock Exchange (SEHK: 27) that owns and operates hotels and casinos in Macau through its subsidiary, Galaxy Casino S.A.

"
832,Abitare In Spa,0.069,21.546,0.9185,32.669000000000004,833,Financials,Real Estate,Europe,Italy,Italy,,Luigi Gozzini,http://www.forbes.com/companies/abitare-in/,0.028115339,0.042629722,STUDIODADA was an Italian architectural and design office which started in 1977 during Italy's radical period. It completed interior design and architecture projects in Italy and abroad. It ceased to operate in 1988.
833,Braskem,10.066,15.43,1.2788,16.081,834,Materials,Specialized Chemicals,South America,Brazil,Brazil,,Fernando Musa,http://www.forbes.com/companies/braskem/,0.079522418,0.082877511,"Braskem is a Brazilian petrochemical company headquartered in São Paulo. The company is the largest petrochemical company in Latin America and has become a major player in the international petrochemical market (8th largest resin producer worldwide).

"
834,Hikvision,58.238,6.617000000000001,1.4706,7.98,835,Information Technology,Electronics,Asia,China,China,,Yang Hu,http://www.forbes.com/companies/hikvision/,0.184285714,0.222245731,"Hangzhou Hikvision Digital Technology Co., Ltd., often shortened to Hikvision, is a Chinese partially state-owned manufacturer and supplier of video surveillance equipment for civilian and military purposes, headquartered in Hangzhou, Zhejiang. Its controlling shares are owned by the Chinese government. Due to its involvement in alleged human rights violation and national security concerns, the company has been placed under sanctions from the U.S. government and is prevented from receiving U.S. government contracts.

"
835,Comerica,16.832,3.321,0.8170000000000001,72.335,836,Financials,Major Banks,North America,United States,Texas,Texas,Ralph Babb,http://www.forbes.com/companies/comerica/,0.011294671000000001,0.24601023800000002,"Comerica Incorporated is a financial services company headquartered in Dallas, Texas. It has retail banking operations in Texas, Michigan, Arizona, California and Florida, with select business operations in several other U.S. states, as well as in Canada and Mexico.Comerica is the largest U.S. commercial bank headquartered in Texas and is on the list of largest banks in the United States.
The company's largest offices are in Cincinnati, Philadelphia, Detroit, Livonia, Michigan, Auburn Hills, Michigan and Dallas.
The bank sponsors Comerica Park in Detroit and formerly sponsored the Comerica Theatre in Phoenix. From 2007 to 2010, Comerica also sponsored the Comerica Bank New Year's Parade in Dallas.

"
