,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
992,Expedia Group,18.522000000000002,11.222999999999999,0.406,18.033,993,Consumer Discretionary,Business & Personal Services,North America,United States,Washington,Washington,Mark Okerstrom,http://www.forbes.com/companies/expedia-group/,0.0225142793766983,0.0361757105943152,"Expedia Group, Inc. is an American online travel shopping company for consumer and small business travel. Its websites, which are primarily travel fare aggregators and travel metasearch engines, include Expedia.com, Vrbo (previously HomeAway), Hotels.com, Hotwire.com, Orbitz, Travelocity, trivago and CarRentals.com.According to Rich Barton, the company's first CEO, the word ""Expedia"" is derived from a combination of ""exploration"" and ""speed"".

"
993,Public Storage,37.917,2.906,1.705,10.927999999999999,993,Financials,Real Estate,North America,United States,California,California,Joseph Russell,http://www.forbes.com/companies/public-storage/,0.156021229868228,0.586717136958018,"Public Storage is an American international self storage company headquartered in Glendale, California, that is run as a real estate investment trust (REIT). It is the largest brand of self-storage services in the US. In 2008, it was the largest of four publicly traded storage REITs. There are more than 2,200 Public Storage self-storage locations in the US, Canada and Europe. It also owns 42 percent of an office parks subsidiary, sells packing supplies, and provides other services. As a REIT, it is owned by real estate investors, who receive more than 90 percent of the company's profits as a return-on-investment.Public Storage Inc. was founded in 1972 by B. Wayne Hughes and Kenneth Volk Jr. It grew to 1,000 locations by 1989, using funding from investors in real estate limited partnerships (RELPs). The private company was re-structured as a publicly traded REIT in 1995, when Storage Equities merged with Public Storage and adopted its name. In 2006 it acquired Shurgard Storage Centers in a $5.5 billion transaction. Shurgard has since been spun-out in to a separate publicly traded entity, with Public Storage retaining 36.6% of the company.

"
994,Guangzhou Rural Commercial Bank,6.013999999999999,5.568,0.9890000000000001,111.17399999999999,995,Financials,Regional Banks,Asia,China,China,,Ji Wang,http://www.forbes.com/companies/guangzhou-rural-commercial-bank/,0.00889596488387573,0.177622126436782,"This is a list of banks in China, including Mainland China, Hong Kong, Macau. 
The central bank of the People's Republic of China is the People's Bank of China, a component of the State Council, the Central Government of China. The People's Bank of China is mainly responsible for issuing the Renminbi and administering its circulation, formulating and implementing monetary policy in accordance with law etc.. And its counterparts in Hong Kong SAR, Macau SAR are Hong Kong Monetary Authority (currency board and de facto central bank), Monetary Authority of Macao (currency board and de facto central bank) respectively."
995,Zions Bancorp,8.805,3.034,0.884,68.941,996,Financials,Regional Banks,North America,United States,Utah,Utah,Harris Simmons,http://www.forbes.com/companies/zions-bancorp/,0.0128225584195181,0.29136453526697403,"Zions Bancorporation is a bank holding company headquartered in Salt Lake City, Utah. Zions Bancorporation originated as Keystone Insurance and Investment Co., a Utah Corporation, in April 1955. In April 1960, Keystone, together with several individual investors, acquired a 57.5 percent interest in Zions First National Bank from the LDS Church. In 1965, the name of the company was changed to Zions Bancorporation. (However, it operated as Zions Utah Bancorporation from 1966 to 1987.) The first public offering of shares in Zions Bancorporation was made in January 1966. There continued to be some minority shareholders until April 1972, when the company exchanged the remaining minority shares for common shares. In 2018, Zions Bancorporation merged into its bank subsidiary, ZB, N.A., which was then renamed Zions Bancorporation, N.A. Zions Bancorporation now operates as a national bank doing business under eight local brands, rather than as a holding company."
996,Shiseido,29.688000000000002,9.913,0.556,9.202,997,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Masahiko Uotani,http://www.forbes.com/companies/shiseido/,0.0604216474679418,0.0560879652980934,"Shiseido Company, Limited (Japanese: 株式会社資生堂, Hepburn: Kabushiki-gaisha Shiseidō, pronounced [ɕiseꜜːdoː]) is a Japanese multinational personal care company, that is a skin care, hair care, cosmetics and fragrance producer. It is one of the oldest cosmetics companies in the world. Founded in 1872, it celebrated its 140th anniversary in 2012. It is the largest cosmetic firm in Japan and the fifth largest cosmetics company in the world. Shiseido is only available at cosmetic counters at selected department stores or pharmacists. The company owns numerous brands and subsidiaries worldwide, in addition to its founding label. The company is headquartered in Tokyo, and is traded on the Tokyo Stock Exchange."
997,C.H. Robinson,12.360999999999999,16.631,0.665,4.427,998,Industrials,Other Transportation,North America,United States,Minnesota,Minnesota,"Robert C. Biesterfeld, Jr.",http://www.forbes.com/companies/ch-robinson/,0.150214592274678,0.0399855691179123,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation."
998,WR Berkley,10.679,7.737,0.6409999999999999,24.397,998,Financials,Property & Casualty Insurance,North America,United States,Connecticut,Connecticut,"W. Robert Berkley, Jr.",http://www.forbes.com/companies/wr-berkley/,0.0262737221789564,0.0828486493472922,"William Robert Berkley (born 1946) is the founder and current chairman of W. R. Berkley Corporation and the chairman of the New York University Board of Trustees.
His net worth is $2.5 billion and he is ranked 333rd on the Forbes 400."
999,Samsung SDI,13.38,8.322000000000001,0.637,17.342,1000,Information Technology,Electronics,Asia,South Korea,South Korea,,Young-Hyun Jun,http://www.forbes.com/companies/samsung-sdi/,0.0367316341829085,0.0765440999759673,"The Samsung Group is a South Korean multinational conglomerate headquartered in Samsung Town, Seoul. It comprises numerous affiliated businesses, most of them united under the Samsung brand, and is the largest South Korean chaebol (business conglomerate).
Samsung was founded by Lee Byung-chul in 1938 as a trading company. Over the next three decades, the group diversified into areas including food processing, textiles, insurance, securities, and retail. Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s; these areas would drive its subsequent growth. Following Lee's death in 1987, Samsung was separated into five business groups – Samsung Group, Shinsegae Group, CJ Group and Hansol Group, and Joongang Group. Since 1990, Samsung has increasingly globalised its activities and electronics; in particular, its mobile phones and semiconductors have become its most important source of income. As of 2020, Samsung has the 8th highest global brand value.Notable Samsung industrial affiliates include Samsung Electronics (the world's largest information technology company, consumer electronics maker and chipmaker measured by 2017 revenues), Samsung Heavy Industries (the world's 2nd largest shipbuilder measured by 2010 revenues), and Samsung Engineering and Samsung C&T Corporation (respectively the world's 13th and 36th largest construction companies). Other notable subsidiaries include Samsung Life Insurance (the world's 14th largest life insurance company), Samsung Everland (operator of Everland Resort, the oldest theme park in South Korea) and Cheil Worldwide (the world's 15th largest advertising agency, as measured by 2012 revenues).Samsung has a powerful influence on South Korea's economic development, politics, media and culture and has been a major driving force behind the ""Miracle on the Han River"". Its affiliate companies produce around a fifth of South Korea's total exports. Samsung's revenue was equal to 17% of South Korea's $1,082 billion GDP."
1000,ZTE,20.039,12.800999999999998,-1.1059999999999999,18.84,1001,Information Technology,Communications Equipment,Asia,China,China,,Ziyang Xu,http://www.forbes.com/companies/zte/,-0.0587048832271762,-0.0863995000390595,"ZTE Corporation is a Chinese partially state-owned technology company that specializes in telecommunication. Founded in 1985, ZTE is listed on both the Hong Kong and Shenzhen Stock Exchanges.ZTE operates carrier networks, terminals, and telecommunication. Its core business is wireless, exchange, access, optical transmission, data telecommunications gear, telecommunications software, and mobile phones.It also offers video on demand and streaming media. ZTE primarily sells products under its own name, but it is also an OEM. ZTE is one of the top five largest smartphone manufacturers in its home market.The company has faced criticism in the United States over potential ties to the Chinese government that could enable surveillance. In 2017, ZTE was fined for illegally exporting U.S. technology to Iran and North Korea in violations of economic sanctions. In April 2018, after the company failed to properly reprimand the employees involved, the U.S. Department of Commerce banned U.S. companies (semiconductors) from exporting to ZTE for seven years. The ban was lifted in July 2018 after ZTE replaced its senior management, and agreed to pay additional fines and establish an internal compliance team for 10 years. In June 2020, the Federal Communications Commission designated ZTE a national security threat, thereby barring it from any U.S. subsidies."
1001,Voya Financial,8.086,8.637,0.37,155.812,1002,Financials,Investment Services,North America,United States,New York,New York,"Rodney O. Martin, Jr.",http://www.forbes.com/companies/voya-financial/,0.0023746566374862,0.0428389487090425,"Voya Financial is an American financial, retirement, investment and insurance company based in New York City. Voya began as ING U.S., the United States operating subsidiary of ING Group, which was spun off in 2013 and established independent financial backing through an initial public offering. In April 2014, the company rebranded itself as Voya Financial. Voya's predecessors had first entered the U.S. market in the 1970s.
As of 2016, Voya served approximately 14.7 million customers with over $550 billion combined in assets under management (AUM) and assets under administration (AUA).

"
1002,Arab National Bank,10.0,2.176,0.883,47.528,1003,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Robert Eid,http://www.forbes.com/companies/arab-national-bank/,0.0185785221343208,0.40579044117647106,"The Arab National Bank (ANB) is a major bank based in Riyadh, Saudi Arabia and listed on the Saudi Stock Exchange. It is among the top ten largest banks in the Middle East and has received an 'A' rank from Standard and Poor's. It has 156 branches in Saudi Arabia. Its largest shareholder is Arab Bank, holding 40% of the fund."
1003,Centrica,7.837999999999999,39.583,0.244,28.088,1004,Utilities,Natural Gas Utilities,Europe,United Kingdom,United Kingdom,,Iain Conn,http://www.forbes.com/companies/centrica/,0.00868698376530903,0.0061642624358942,"Centrica plc is a British multinational energy and services company with its headquarters in Windsor, Berkshire. Its principal activity is the supply of electricity and gas to consumers in the United Kingdom and Ireland. It also provides energy solutions and trading to businesses worldwide.
It is the largest supplier of gas to domestic customers in the United Kingdom, and one of the largest suppliers of electricity, operating under the trading names Scottish Gas in Scotland and British Gas in England and Wales. It owns Bord Gáis Energy in Ireland. The company also provides household services including plumbing.
Centrica is listed on the London Stock Exchange, and is a constituent of the FTSE 250 Index.

"
1004,Financiere de l'Odet,4.362,27.163,0.145,60.989,1005,Industrials,Conglomerates,Europe,France,France,,Cyrille Bolloré,http://www.forbes.com/companies/financiere-de-lodet/,0.0023774779058518803,0.0053381437985495,"Bolloré is a French transportation company headquartered in Puteaux, on the western outskirts of Paris, France. The company, a paper – energy – plantations – logistics conglomerate, employs 36,500 people around the world.
In 2004, the group ranked amongst the top 200 European companies. The company is listed on the Euronext exchange in Paris, but the Bolloré family retains majority control of the company through a complex and indirect holding structure.
The company is led by Vincent Bolloré."
1005,Wens Foodstuff Group,30.801,8.64,0.598,7.858,1006,Consumer Staples,Food Processing,Asia,China,China,,Steven Lowy,http://www.forbes.com/companies/wens-foodstuff-group/,0.0761007890048358,0.06921296296296299,"Food is any substance consumed to provide nutritional support for an organism. Food is usually of plant, animal or fungal origin, and contains essential nutrients, such as carbohydrates, fats, proteins, vitamins, or minerals. The substance is ingested by an organism and assimilated by the organism's cells to provide energy, maintain life, or stimulate growth. Different species of animals have different feeding behaviours that satisfy the needs of their unique metabolisms, often evolved to fill a specific ecological niche within specific geographical contexts. 
Omnivorous humans are highly adaptable and have adapted to obtain food in many different ecosystems. Historically, humans secured food through two main methods: hunting and gathering and agriculture. As agricultural technologies increased, humans settled into agriculture lifestyles with diets shaped by the agriculture opportunities in their geography. Geographic and cultural differences has led to creation of numerous cuisines and culinary arts, including a wide array of ingredients, herbs, spices, techniques, and dishes. As cultures have mixed through forces like international trade and globalization, ingredients have become more widely available beyond their geographic and cultural origins, creating a cosmopolitan exchange of different food traditions and practices.
Today, the majority of the food energy required by the ever-increasing population of the world is supplied by the industrial food industry, which produces food with intensive agriculture and distributes it through complex food processing and food distribution systems. This system of conventional agriculture relies heavily on fossil fuels, which means that the food and agricultural system is one of the major contributors to climate change, accountable for as much as 37% of total greenhouse gas emissions. Addressing the carbon intensity of the food system and food waste are important mitigation measures in the global response to climate change.
The food system has significant impacts on a wide range of other social and political issues including: sustainability, biological diversity, economics, population growth, water supply, and access to food. The right to food is a human right derived from the International Covenant on Economic, Social and Cultural Rights (ICESCR), recognizing the ""right to an adequate standard of living, including adequate food"", as well as the ""fundamental right to be free from hunger"". Because of these fundamental rights, food security is often a priority international policy activity; for example Sustainable Development Goal 2 ""Zero hunger"" is meant to eliminate hunger by 2030. Food safety and food security are monitored by international agencies like the International Association for Food Protection, World Resources Institute, World Food Programme, Food and Agriculture Organization, and International Food Information Council, and are often subject to national regulation by institutions, like the Food and Drug Administration in the United States."
1006,Electronic Arts,27.904,5.316,1.4169999999999998,8.857000000000001,1007,Consumer Discretionary,Recreational Products,North America,United States,California,California,Andrew Wilson,http://www.forbes.com/companies/electronic-arts/,0.15998645139437698,0.266553799849511,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. It is the second-largest gaming company in the Americas and Europe by revenue and market capitalization after Activision Blizzard and ahead of Take-Two Interactive, CD Projekt, and Ubisoft as of May 2020.
Founded and incorporated on May 27, 1982, by Apple employee Trip Hawkins, the company was a pioneer of the early home computer game industry and promoted the designers and programmers responsible for its games as ""software artists"". EA published numerous games and some productivity software for personal computers, all of which were developed by external individuals or groups until 1987's Skate or Die!. The company shifted toward internal game studios, often through acquisitions, such as Distinctive Software becoming EA Canada in 1991.
Currently, EA develops and publishes games of established franchises, including Battlefield, Need for Speed, The Sims, Medal of Honor, Command & Conquer, Dead Space, Mass Effect, Dragon Age, Army of Two, Titanfall, and Star Wars, as well as the EA Sports titles FIFA, Madden NFL, NBA Live, NHL, and EA Sports UFC. Their desktop titles appear on self-developed Origin, an online gaming digital distribution platform for PCs and a direct competitor to Valve's Steam and Epic Games' Store. EA also owns and operates major gaming studios such as EA Tiburon in Orlando, EA Vancouver in Burnaby, EA Romania in Bucharest, DICE in Stockholm and Los Angeles, BioWare in Edmonton and Austin, and Respawn Entertainment in Los Angeles."
1007,Bank Of Hangzhou,6.8629999999999995,5.212000000000001,0.81,126.441,1008,Financials,Regional Banks,Asia,China,China,,Zhen Chen,http://www.forbes.com/companies/bank-of-hangzhou/,0.00640614990390775,0.155410590943975,"The Hangzhou Wahaha Group Co., Ltd. (WHH; Chinese: 杭州娃哈哈集团有限公司) is a private group of companies, and the largest beverage producer in China. The company is headquartered in Hangzhou, Zhejiang province. ""Wa ha ha"" signifies ""laughing child"".
Wahaha has roughly 150 subsidiary companies and 60 manufacturing bases scattered throughout China. Wahaha employs about 60,000 staff.The company was originally a local government owned sales company founded in 1987–8. For most of the time since creation, it has been run by Zong Qinghou (宗庆后), who exercises operational control over the day-to-day operations.

"
1008,GS Holdings,4.413,15.86,0.821,20.282,1009,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Chang-Soo Huh,http://www.forbes.com/companies/gs-holdings/,0.0404792426782369,0.05176544766708701,"GS Group is a South Korean conglomerate. GS comprises GS Holdings, subsidiaries & affiliates including GS Caltex, GS Retail, GS Shop, GS EPS, GS Global, GS Sports and GS E&C among others. The asset size is 65.4 trillion KRW at the end of 2019 placing GS as the 8th largest chaebol in Korea excluding the public business companies.
GS Holdings was incorporated in July 2004 and officially split from LG Group in January 2005, with the Koo family gaining full control over LG Group and the Huh family creating GS Holdings.In December 2005, the company acquired 70% of the shares of GS EPS Co., Ltd. (formerly LG Energy Co., Ltd.) from GS E&C Corporation and LG International Corp.
The Koo family retained control of the LG Group while the Huh family formed GS Holdings. Convenience stores, and other retail companies which formerly operated under the LG logo were rebranded as ""GS"", which, like ""LG"", comes from the old name, Lucky-Goldstar.

"
1009,Pgnig Group,9.19,11.412,0.889,14.18,1009,Energy,Oil & Gas Operations,Europe,Poland,Poland,,Piotr Wozniak,http://www.forbes.com/companies/pgnig-group/,0.0626939351198872,0.077900455660708,"Polskie Górnictwo Naftowe i Gazownictwo S.A. (en: Polish Oil Mining and Gas Extraction S.A.) is a Polish state-controlled oil and gas company, headquartered in Warsaw, Poland. The Company has branches and representative offices in Russia, Pakistan, Belarus and Ukraine and holds equity interests in some 30 subsidiaries, including providers of specialist geophysical, drilling and well services.
PGNiG is one of the largest companies in Poland, the largest Polish oil and gas exploration and production company and is listed on the Warsaw Stock Exchange.

"
1010,HollyFrontier,8.084,17.72,1.094,11.062000000000001,1011,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,George Damiris,http://www.forbes.com/companies/hollyfrontier/,0.0988971252937986,0.0617381489841987,"The HollyFrontier Corporation is a Fortune 500 company based in Dallas, TX. HollyFrontier is a petroleum refiner and distributor of petroleum products, from gasoline to petroleum-based lubricants and waxes. Michael Jennings is CEO and president of HollyFrontier, replacing George Damaris on 1 January 2020. The company has primary refining operations in Kansas, New Mexico, Oklahoma, Utah, and Wyoming."
1011,DSV,15.450999999999999,12.513,0.633,5.946000000000001,1012,Industrials,Trucking,Europe,Denmark,Denmark,,Jens Andersen,http://www.forbes.com/companies/dsv/,0.10645812310797198,0.0505873891153201,"DSV Panalpina A/S (second name: DSV A/S) is a Danish transport and logistics company offering transport services globally by road, air, sea and train. Since its foundation in 1976 by nine independent Danish hauliers, the company has achieved rapid expansion and international presence, predominantly through a series of strategic competitor acquisitions, some of the most important ones being Samson Transport (1997), DFDS Dan Transport Group (2000), J.H.Bachmann (2004), Frans Maas (2006), ABX LOGISTICS (2008) and UTi Worldwide, Inc. in 2016. In April 2019, DSV signed an agreement to acquire Panalpina Welttransport (Holding) AG and the deal was closed in August 2019.With headquarters in Hedehusene (near Copenhagen), Denmark, and offices in more than 80 countries, DSV Panalpina employs 56,000 people and collaborates with partners and agents globally. The company is listed on NASDAQ OMX Copenhagen (Copenhagen Stock Exchange) and included in the OMXC25 index as one of the 25 most traded stocks.The company is structured in three divisions, Road, Air & Sea, and Solutions. Its main activities lie within road transport (trucking) networks in Europe, North America and South Africa, and its global air and sea freight forwarding business. The group also has a growing contract logistics business. As part of an asset-light financial strategy to maintain fixed costs at a minimum and be able to quickly respond to market fluctuations, the group does not own any ships or aeroplanes and only a relatively small number of trucks and trailers.Jens Bjørn Andersen became CEO in August 2008. In 2020, the company reported a net revenue of DKKm 115,932.

"
1012,Intuitive Surgical,60.918,3.7239999999999998,1.128,7.847,1013,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Gary S. Guthart,http://www.forbes.com/companies/intuitive-surgical/,0.143749203517268,0.302900107411386,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System.  The company is part of the NASDAQ-100 and S&P 500. As of December 31, 2019, Intuitive Surgical had an installed base of 5,582 da Vinci Surgical Systems, including 3,531 in the U.S., 977 in Europe, 780 in Asia, and 294 in the rest of the world."
1013,Legrand,19.271,7.075,0.91,11.782,1014,Industrials,Electrical Equipment,Europe,France,France,,Benoît Coquart,http://www.forbes.com/companies/legrand/,0.0772364624002716,0.12862190812720803,"Legrand is a French industrial group historically based in Limoges in the Limousin region.
In 2011, the firm was the largest global producer of switches and sockets, with 20% of the global market, and in cable management (15% of the global market), generating 75% of its turnover internationally.  The group is also expanding its product range in sustainable development and energy saving technologies, an has developed new products for photovoltaic installations and lighting control.

"
1014,Inner Mongolia Baotou Steel,12.51,10.205,0.452,21.500999999999998,1015,Materials,Iron & Steel,Asia,China,China,,Xiao Li,http://www.forbes.com/companies/inner-mongolia-baotou-steel/,0.0210222780335798,0.0442920137187653,"Baotou Iron and Steel Group, Baotou Steel or Baogang Group is an iron and steel state-owned enterprise in Baotou, Inner Mongolia, China. It was reorganized in 1998 from Baotou Iron and Steel Company established in 1954. It is the largest steel enterprise in Inner Mongolia. It has a large production base of iron and steel and the largest scientific research and production base of rare earths in China.Its subsidiary company, Inner Mongolia Baotou Steel Union (SSE: 600010), was established and listed on the Shanghai Stock Exchange in 1997.

"
1015,En+ Group Plc Sponsored GDR RegS,4.571000000000001,12.378,0.9670000000000001,21.281999999999996,1016,,,Europe,United Kingdom,United Kingdom,,Vladimir Kiryukhin,http://www.forbes.com/companies/en-plus-group-plc-sponsored-gdr-regs/,0.0454374588854431,0.0781224753595088,NEEDS_MANUAL_SUMMARY
1016,Sany Heavy Industry,16.37,8.387,0.924,10.927999999999999,1017,Industrials,Heavy Equipment,Asia,China,China,,Wen Liang,http://www.forbes.com/companies/sany-heavy-industry/,0.0845534407027818,0.11017050196733,"Sany Heavy Industry Co., Ltd. (SSE: 600031) is a Chinese multinational heavy equipment manufacturing company headquartered in Changsha, Hunan Province.  It is the 3rd-largest heavy equipment manufacturer in the world, and the first in its industry in China to enter the FT Global 500 and the Forbes Global 2000 rankings. Its founder and main shareholder is Liang Wengen.Sany is especially known for its concrete machinery, for which it is globally ranked No.1. It is also a major supplier of excavators, cranes, wheel loaders and other heavy machines.
Sany has a dozen industrial parks in China plus manufacturing facilities in Australia, Belarus, Brazil, Canada, Germany, India, Indonesia, Kazakhstan, Russia, Ukraine and in the United States. The company has approximately 90,000 employees worldwide.

"
1017,BDO Unibank,11.157,3.389,0.621,57.486999999999995,1018,Financials,Regional Banks,Asia,Philippines,Philippines,,Nestor Tan,http://www.forbes.com/companies/bdo-unibank/,0.0108024422913006,0.183239893773975,"BDO Unibank, Inc., commonly known as Banco de Oro (BDO), is a Philippine banking company based in Makati. In terms of total assets, the firm is the largest bank in the Philippines, fifteenth largest in Southeast Asia, 116th largest in Asia, and the 234th largest bank globally as of March 31, 2016. BDO Unibank is also a member of SM Group. It is also the largest bank in the country by market capitalization.The firm is a full-service universal bank. It provides products and services to the retail and corporate markets including lending (corporate, middle market, SME, and consumer), deposit-taking, foreign exchange, brokering, trust and investments, credit cards, corporate cash management and remittances. Through its subsidiaries, the Bank offers Leasing and Financing, Investment Banking, Private Banking, Bancassurance, Insurance brokerage and stockbrokerage services. BDO has the largest distribution network with over 1,300 operating branches and more than 4,000 ATMs nationwide.

"
1018,China Gas Holdings,16.43,7.767,0.884,11.950999999999999,1019,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Ming Liu,http://www.forbes.com/companies/china-gas-holdings/,0.0739687055476529,0.11381485773142802,"China Gas Holdings Limited is a Chinese natural gas company principally engaged in the distribution of natural gas in 273 Chinese cities.

"
1019,Aeroports de Paris,19.95,5.2829999999999995,0.72,18.367,1020,Industrials,Other Transportation,Europe,France,France,,Augustin de Romanet de Beaune,http://www.forbes.com/companies/aeroports-de-paris/,0.0392007404584309,0.136286201022147,"Aéroports de Paris S.A., doing business as Paris Aéroport and formerly as Aéroports de Paris or ADP, is the brand owned by Groupe ADP that applies to all Parisian international airports:

Paris–Charles de Gaulle Airport
Paris–Orly Airport
Paris–Le Bourget AirportIt is headquartered on the grounds of Charles de Gaulle Airport and in the commune of Tremblay-en-France, Seine-Saint-Denis, in the Paris metropolitan area."
1020,Diamondback Energy,17.635,2.178,0.846,21.596,1021,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Travis Stice,http://www.forbes.com/companies/diamondback-energy/,0.0391739210964994,0.388429752066116,"Diamondback Energy is an American energy company engaged in hydrocarbon exploration. It is headquartered in Midland, Texas.
As of December 31, 2019, the company had 1,127 million barrels of oil equivalent (6.89×109 GJ) of estimated proved reserves, of which 63% was petroleum, 17% was natural gas, and 20% was natural gas liquids. The company's reserves are all in the Permian Basin.

"
1021,Asr Nederland,6.327000000000001,6.893,0.726,66.783,1022,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Jos Baeten,http://www.forbes.com/companies/asr-nederland/,0.0108710300525583,0.105324241984622,"ASR Nederland is a major Dutch insurance group based in Utrecht.   The company was created in its current form in 2008 when the insurance business was split out of Fortis, after it was acquired by the Dutch government during the Financial crisis of 2007-2010. The Dutch government revived the old name that had been used prior to the acquisition by Fortis in 2000 for the newly structured company."
1022,NEC,8.728,26.329,0.325,25.164,1023,Information Technology,Electronics,Asia,Japan,Japan,,Takashi Niino,http://www.forbes.com/companies/nec/,0.0129152757908123,0.0123438034106878,"NEC Corporation (日本電気株式会社, Nippon Denki Kabushiki-gaisha) is a Japanese multinational information technology and electronics company, headquartered in Minato, Tokyo. The company was known as the Nippon Electric Company, Limited, before rebranding in 1983 as NEC. It provides IT and network solutions, including cloud computing, AI, IoT platform, and telecommunications equipment and software, to business enterprises, communications services providers and to government agencies, and has also been the biggest PC vendor in Japan since the 1980s, when it launched the PC-8000 series.
NEC was the world's fourth largest PC manufacturer by 1990. Its semiconductors business unit was the world's largest semiconductor company by annual revenue from 1985 to 1992, the second largest in 1995, one of the top three in 2000, and one of the top 10 in 2006. NEC spun off its semiconductor business to Renesas Electronics and Elpida Memory. Once Japan's major electronics company, NEC has largely withdrawn from manufacturing since the beginning of the 21st century.
NEC was #463 on the 2017 Fortune 500 list. NEC is a member of the Sumitomo Group."
1023,Db Insurance,3.8360000000000003,13.140999999999998,0.484,45.083,1024,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/db-insurance/,0.0107357540536344,0.0368312913781295,"DB Insurance Co, Ltd. (Korean: DB손해보험), formerly Hankook Automobile Insurance (Korean: 한국자동차보험), is a South Korean insurance company. It is headquartered in Seoul and was established in 1963. The fire insurance group division of the company controls a large portion of the South Korean calling card market under the insurance brand name Promy."
1024,JM Smucker,13.729000000000001,7.7170000000000005,0.626,16.928,1025,Consumer Staples,Food Processing,North America,United States,Ohio,Ohio,Mark T. Smucker,http://www.forbes.com/companies/jm-smucker/,0.0369801512287335,0.0811196060645328,"The J. M. Smucker Company, also known as Smucker and Smucker's, is an American manufacturer of jam, peanut butter, jelly, fruit syrups, beverages, shortening, ice cream toppings, and other products in North America. Smucker's headquarters are located in Orrville, Ohio. It was founded in 1897."
1025,Schaeffler,6.345,16.801,1.0390000000000001,14.613,1026,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Klaus Rosenfeld,http://www.forbes.com/companies/schaeffler/,0.0711010743858208,0.0618415570501756,"Schaeffler Technologies AG & Co. KG, also known as Schaeffler Group (Schaeffler-Gruppe in German), is a German manufacturer of rolling element bearings for automotive, aerospace and industrial uses. It was founded in 1946 by brothers Dr. Wilhelm and Dr.-Ing. E. h. Georg Schaeffler.In August 2008 the firm agreed to a staggered €12 billion acquisition of larger rival Continental AG, whereby Schaeffler would defer taking a majority stake until at least 2012. However, in 2011 Schaeffler sold off €1.8 billion worth of shares of Continental, reducing its stake from 75.1% to 60.3%. Currently, the company owns 46% of Continental shares. Schaeffler Group also owns the brands INA, FAG and LuK.
In Germany, the main brands of the Schaeffler Group – INA, FAG and LuK – are marketed by Schaeffler Technologies AG & Co. KG and LuK GmbH & Co. oHG."
1026,Zimmer Biomet,24.55,7.933,-0.379,24.127,1027,Health Care,Medical Equipment & Supplies,North America,United States,Indiana,Indiana,Bryan C. Hanson,http://www.forbes.com/companies/zimmer-biomet/,-0.0157085422970116,-0.0477751166015379,"Zimmer Biomet is a publicly traded medical device company. It was founded in 1927 to produce aluminum splints. The firm is headquartered in Warsaw, Indiana, where it is part of the medical devices business cluster.
In 2001, Zimmer was spun off from Bristol-Myers Squibb and began trading on the New York Stock Exchange, on August 7, under the ticker symbol “ZMH”. In November 2011, the company acquired ExtraOrtho, Inc. (ExtraOrtho). In January 2012, the company acquired Reno, Nevada-based Synvasive Technology, Inc. On June 29, 2015, the company changed the ticker symbol to ""ZBH"" to reflect its acquisition of Biomet.On January 12, 2017, Zimmer Biomet announced a resolution with the DOJ and the SEC in which it agreed to pay a fine of approximately $30.5 million, an amount which would not affect its 2017 outlook."
1027,China Jinmao,7.966,5.938,0.797,39.565,1028,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Cong Li,http://www.forbes.com/companies/china-jinmao/,0.0201440667256414,0.134220276187268,"China Jinmao Holdings Group Limited (SEHK: 817), the subsidiary of state-owned Sinochem Corporation, is engaged in real estate development in Shanghai, Beijing and Zhuhai. It is incorporated and headquartered in Hong Kong, but its business is mainly in Mainland China. The formerly name was ""Franshion Properties (China) Limited"".
It was listed on the Hong Kong Stock Exchange on 17 August 2007. It joined Hang Seng China-Affiliated Corporations Index Constitute Stock (red chip) on 10 March 2008."
1028,Hengli Petrochemical,13.390999999999998,9.029,0.502,18.242,1028,Industrials,Other Industrial Equipment,Asia,China,China,,Hong Fan,http://www.forbes.com/companies/hengli-petrochemical/,0.0275189123999561,0.0555986266474693,"This is a list of companies on the Shenzhen Stock Exchange up to 2011, along with their capital, industry, and listing date.  Many of these are subsidiaries of state-owned enterprises.

"
