,Company,Industry,Country,Market Value,Profits,Assets,Sales,Rank,Profits as % of Assets,Profits as % of Sales,description
1044,Scana,Utilities,United States,3.65,0.35,11.5,5.32,1044,0.0304347826086956,0.0657894736842105,"SCANA Corporation was a regulated electric and natural gas public utility. The company was based in Cayce, South Carolina, a suburb of Columbia, South Carolina. Following the Nukegate scandal, the company's stock fell and the company was in disrepair. In January 2019, SCANA was acquired by Dominion Energy. The corporate name SCANA was not an acronym, but was taken from the letters in South Carolina (S [outh]-C-A-[roli] N-A).
The company operated 4 hydroelectric plants, 1 pumped-storage hydroelectricity plant, 4 coal fossil fuel power station, the Virgil C. Summer Nuclear Generating Station, 1 combined cycle power plant, 1 ""re-powered"" formerly coal-fired plant with a natural gas-powered steam unit and two combined cycle units, and 16 simple cycle combustion turbines. The total output was over 5,800 MW."
1045,Nippon Sheet Glass,Construction,Japan,1.35,0.51,12.74,8.67,1046,0.0400313971742543,0.0588235294117647,"Nippon Sheet Glass Co., Ltd. (日本板硝子株式会社, Nihon Ita-Garasu Kabushiki-gaisha) is a Japanese glass manufacturing company. In 2006 it purchased Pilkington of the United Kingdom. This makes NSG/Pilkington one of the four largest glass companies in the world alongside another Japanese company Asahi Glass, Saint-Gobain, and Guardian Industries.
The company is listed on the Tokyo Stock Exchange and is a constituent of the Nikkei 225 stock index."
1046,Synthes,Health Care Equipment & Svcs,Switzerland,13.83,0.74,5.82,3.22,1047,0.127147766323024,0.229813664596273,"Synthes Holding AG (formerly Synthes-Stratec) is a multinational medical device manufacturer based in Solothurn, Switzerland and West Chester, Pennsylvania, United States. It is the world's largest maker of implants to mend bone fractures, and also produces surgical power tools and advanced biomaterials.
In June 2012 Synthes was sold by its chairman, former CEO and largest shareholder Hansjörg Wyss to Johnson & Johnson for $20.2 billion. It is now part of their DePuy franchise."
1047,Shanghai International Port,Transportation,China,11.72,0.5,7.6,2.16,1048,0.0657894736842105,0.231481481481481,"The Port of Shanghai (Chinese: 上海港; pinyin: Shànghǎi Gǎng; Wu: Zaanhe Kaon), located in the vicinity of Shanghai, comprises a deep-sea port and a river port.
The main port enterprise in Shanghai, the Shanghai International Port Group (SIPG), was established during the reconstitution of the Shanghai Port Authority. Companies such as the Shanghai Port Container Co. and Waigaoqiao Bonded Zone Port Co. were involved in port of Shanghai.In 2010, Shanghai port overtook the Port of Singapore to become the world's busiest container port. Shanghai's port handled 29.05 million TEU, whereas Singapore's was a half million TEU behind.Shanghai handled 43.3 million TEU in 2019.Shanghai is one of only 4 port-cities in the world to be categorised as a large-port Megacity, due to its high volumes of port traffic and large urban population"
1048,Questar,Utilities,United States,5.0,0.68,8.63,3.47,1049,0.0787949015063731,0.195965417867435,"Questar Corporation is a natural gas-focused energy company based in Salt Lake City, Utah in the Rocky Mountains. Questar's three major lines of business — retail gas distribution, interstate gas transportation and gas production — are conducted through its principal subsidiaries: Questar Gas, Questar Pipeline and Wexpro. Wexpro is an oil and natural gas producer in the Rocky Mountains.
Previously known as Mountain Fuel Supply Company the company reorganized under a holding company in 1984 and is publicly traded as Questar Corporation. Mountain Fuel Supply formally changed its name to Questar Gas Company in 1998."
1049,Telekom Austria,Telecommunications Services,Austria,5.82,-0.07,12.31,7.2,1050,-0.00568643379366369,-0.00972222222222222,"A1 Telekom Austria (A1) is the leading fixed and mobile network operator in Austria, with 5.4 million mobile and 2.3 million fixed-line customers. A1 Telekom Austria traces its origins to Austria's first GSM mobile phone network which began testing in 1992 and commercial operations in 1994, under the name Mobilkom Austria, then part of the Austrian state-owned PTT agency Post- und Telegraphenverwaltung (de; PTV) until it was split off into its own company in 1996. After Mobilkom's merger with A1 Telekom Austria Group in July 2010 it operates under the new name of A1 Telekom Austria.
A1 Telekom Austria is a 100% subsidiary of A1 Telekom Austria Group. A1 Telekom Austria offers convergent communication solutions. The product portfolio includes Fixed line and mobile telephony, internet, IT services, IPTV, wholesale services as well as mobile payment solutions. It offers products under the brands A1 (complete services offer), Bob and Yesss! (No frills-mobile telephony) as well as Red Bull MOBILE (co-operation with Red Bull).

"
1050,AMR,Transportation,United States,1.14,-2.07,25.18,23.77,1051,-0.0822081016679905,-0.0870845603702145,"AMR Corporation is the former name of American Airlines Group, an airline holding company based in Fort Worth, Texas, which was the parent company of American Airlines, American Eagle Airlines, AmericanConnection and Executive Airlines. AMR filed for Chapter 11 bankruptcy in November 2011, and, coinciding with their exit from Chapter 11, acquired US Airways Group on December 9, 2013 and changed their name to American Airlines Group, Inc."
1051,IOI Group,"Food, Drink & Tobacco",Malaysia,6.14,0.68,5.27,4.49,1051,0.129032258064516,0.15144766146993302,"IOI Corporation Berhad commonly referred to as IOI, was incorporated on 31 October 1969 as Industrial Oxygen Incorporated Sdn Bhd. IOI is one of Malaysia's biggest conglomerates. It ventured into property development in 1984, followed by oil palm plantations and refineries in 1985. IOI was listed on the Kuala Lumpur Stock Exchange (KLSE)—now known as Bursa Malaysia—in 1980.The group was headed by Lee Shin Cheng, the executive chairman, until his death. Lee Yeow Chor is CEO.As of September 2016, IOI Group employed more than 30,000 persons from more than 25 countries.IOI Group's fiscal year runs from 1 July YYYY to 30 June of the following year.

"
1052,Forest Labs,Drugs & Biotechnology,United States,6.47,0.85,4.9,3.95,1053,0.17346938775510198,0.215189873417722,"Nokia Bell Labs (formerly named Bell Labs Innovations (1996–2007), AT&T Bell Laboratories (1984–1996) and Bell Telephone Laboratories (1925–1984)) is an American industrial research and scientific development company owned by Finnish company Nokia. With headquarters located in Murray Hill, New Jersey, the company operates several laboratories in the United States and around the world. Bell Labs has its origins in the complex past of the Bell System.
In the late 19th century, the laboratory began as the Western Electric Engineering Department, and was located at 463 West Street in New York City. In 1925, after years of conducting research and development under Western Electric, the Engineering Department was reformed into Bell Telephone Laboratories, and placed under the shared ownership of American Telephone & Telegraph Company and Western Electric.
Researchers working at Bell Labs are credited with the development of radio astronomy, the transistor, the laser, the photovoltaic cell, the charge-coupled device (CCD), information theory, the Unix operating system, and the programming languages B, C, C++, S, SNOBOL, AWK, AMPL, and others. Nine Nobel Prizes have been awarded for work completed at Bell Laboratories."
1053,Western Digital,Technology Hardware & Equip,United States,3.04,0.72,4.97,8.04,1054,0.144869215291751,0.0895522388059702,"Western Digital Corporation (abbreviated WDC, commonly known as simply Western Digital and WD) is an American computer hard disk drive manufacturer and data storage company. It designs, manufactures and sells data technology products, including storage devices, data center systems and cloud storage services.
Western Digital has a long history in the electronics industry as an integrated circuit maker and a storage products company. It is one of the largest computer hard disk drive manufacturers, along with producing SSDs and flash memory devices. Its competitors include the data management and storage companies Seagate Technology and Micron Technology."
1054,Suning Appliance,Retailing,China,7.04,0.32,3.15,7.31,1055,0.10158730158730199,0.0437756497948016,"Suning.com Co., Ltd. formerly Suning Commerce Group Co., Ltd. is one of the largest non-government retailers in China, headquartered in Nanjing, Jiangsu Province. Suning has more than 1600 stores covering over 700 cities of China (the mainland China and Hong Kong S.A.R.) and Japan and its e-commerce platform, Suning.com ranks among top three Chinese B2C companies. The operation categories include physical merchandise, such as home appliances, 3C products, books, general merchandise, household commodities, cosmetics and baby care products, content products and service merchandise with the total number of SKU exceeding 3 million. It was listed on the Shenzhen Stock Exchange in 2004.

"
1055,Estee Lauder Cos,Household & Personal Products,United States,4.46,0.42,5.32,7.84,1056,0.0789473684210526,0.0535714285714286,"The Estée Lauder Companies Inc. ( stylized as ESTĒE LAUDER) is an American multinational manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products, based in Midtown Manhattan, New York City. The company owns a diverse portfolio of brands, distributed internationally through both digital commerce and retail channels.

"
1056,NMDC,Materials,India,11.75,0.81,2.7,1.42,1057,0.3,0.570422535211268,"NMDC Limited, (formerly National Mineral Development Corporation), is an Indian public sector mineral producer. It is 69.65% owned by the Government of India, under the administrative control of the Ministry of Steel.It is involved in the exploration of iron ore, copper, rock phosphate, limestone, dolomite, gypsum, bentonite, magnesite, diamond, tin, tungsten, graphite, etc.
It is India's largest iron ore producer and exporter, producing more than 35 million tonnes of iron ore from three mechanized mines in Chhattisgarh and Karnataka. It also operates the only mechanized diamond mine in the country at Panna in Madhya Pradesh.

"
1057,Cencosud,Retailing,Chile,3.79,0.25,8.72,9.69,1058,0.0286697247706422,0.0257997936016512,"Cencosud S.A. is a publicly traded multinational retail company. It's the largest retail company in Chile and the third largest listed retail company in Latin America, competing with the Brazilian Companhia Brasileira de Distribuição and the Mexican Walmart de México y Centroamérica as one of the largest retail companies in the region. The company has more than 1045 stores in Latin America.

"
1058,Canara Bank,Banking,India,1.33,0.45,45.1,4.19,1059,0.00997782705099778,0.10739856801909299,"Canara Bank is one of the largest public sector banks owned by the Government of India. It is headquartered in Bengaluru. It was established at Mangalore in 1906 by Ammembal Subba Rao Pai and later the government nationalized the bank in 1969. The bank also has offices abroad in London, Hong Kong, Moscow, Shanghai, Dubai, Tanzania and New York. As per the announcement made by the Finance Minister Nirmala Sitharaman on 30 August 2019, Manipal based Syndicate Bank merged with Canara bank on 1 April 2020, making it the fourth largest bank in the country."
1059,Sun Microsystems,Technology Hardware & Equip,United States,3.49,-1.83,11.68,13.26,1060,-0.156678082191781,-0.138009049773756,"Sun Microsystems, Inc. (Sun for short) was an American company that sold computers, computer components, software, and information technology services and created the Java programming language, the Solaris operating system, ZFS, the Network File System (NFS), and SPARC microprocessors. Sun contributed significantly to the evolution of several key computing technologies, among them Unix, RISC processors, thin client computing, and virtualized computing. Sun was founded on February 24, 1982. At its height, the Sun headquarters were in Santa Clara, California (part of Silicon Valley), on the former west campus of the Agnews Developmental Center.
On April 20, 2009, it was announced that Oracle Corporation would acquire Sun for US$7.4 billion. The deal was completed on January 27, 2010.Sun products included computer servers and workstations built on its own RISC-based SPARC processor architecture, as well as on x86-based AMD Opteron and Intel Xeon processors. Sun also developed its own storage systems and a suite of software products, including the Solaris operating system, developer tools, Web infrastructure software, and identity management applications. Technologies included the Java platform and NFS. In general, Sun was a proponent of open systems, particularly Unix. It was also a major contributor to open-source software, as evidenced by its $1 billion purchase, in 2008, of MySQL, an open-source relational database management system. At various times, Sun had manufacturing facilities in several locations worldwide, including Newark, California; Hillsboro, Oregon; and Linlithgow, Scotland. However, by the time the company was acquired by Oracle, it had outsourced most manufacturing responsibilities."
1060,Nabors Industries,Oil & Gas Operations,Bermuda,2.75,0.55,10.47,5.3,1061,0.05253104106972299,0.10377358490566001,"Nabors Industries is an American global oil and gas drilling contractor based and headquartered in Houston, Texas. Nabors owns the largest land drilling fleet in the world with approximately 400 rigs in more than 20 countries. Company consists of the following business segments: U.S. Drilling, Canada Drilling, International Drilling, Drilling Solutions, and Rig Technologies.

"
1061,Cooper Industries,Capital Goods,Bermuda,3.52,0.63,6.16,6.52,1062,0.10227272727272699,0.0966257668711657,"Cooper Industries was an American worldwide electrical products manufacturer headquartered in Houston, Texas. Founded in 1833, the company had seven operating divisions including Bussmann electrical and electronic fuses; Crouse-Hinds and CEAG explosion-proof electrical equipment; Halo and Metalux lighting fixtures; and Kyle and McGraw-Edison power systems products. 
In 2011, 59% of total sales were to customers in the industrial and utility end-markets and 40% of total sales were to customers outside the United States. Cooper has manufacturing facilities in 23 countries as of 2011.On November 26, 2012, it was announced that the company will be replaced in the S&P 500 index, since its takeover by Eaton Corporation."
1062,STMicroelectronics,Semiconductors,Switzerland,3.88,-0.74,13.49,9.28,1063,-0.0548554484803558,-0.0797413793103448,"STMicroelectronics is a Netherlands-domiciled multinational electronics and semiconductor manufacturer headquartered in Geneva, Switzerland resulting from the merger of two government-owned semiconductor companies in 1987 : Thomson Semiconducteurs of France and SGS Microelettronica of Italy. It is commonly called ST, and it is Europe's largest semiconductor chip maker based on revenue. While STMicroelectronics corporate headquarters and the headquarters for EMEA region are based in Geneva, the holding company, STMicroelectronics N.V. is incorporated in the Netherlands.  
The company's US headquarters is in Coppell, Texas. Headquarters for the Asia-Pacific region is in Singapore whilst Japan and Korea operations are headquartered in Tokyo. The company headquarters for the Greater China region is in Shanghai.

"
1063,CPFL Energia,Utilities,Brazil,6.35,0.56,6.48,4.23,1064,0.0864197530864198,0.132387706855792,"CPFL Energia (former name: Companhia Paulista de Força e Luz) is the second largest non state-owned group of electric energy generation and distribution in Brazil and the third biggest Brazilian electric utility company, after Eletrobras and Energisa. The corporation is composed by CPFL Brasil, CPFL Piratininga, CPFL Paulista, CPFL Geração, CPFL Renováveis, Rio Grande Energia (RGE) and SEMESA. Each of these companies operates as a holding company that owns dozens of other companies. Its headquarters are located in Campinas, the third largest city in state of São Paulo.

"
1064,Wolseley,Trading Companies,United Kingdom,1.69,0.15,20.3,32.77,1064,0.00738916256157635,0.0045773573390296,"Wolseley Motors Limited was a British motor vehicle manufacturer founded in early 1901 by the Vickers armaments combine in conjunction with Herbert Austin. It initially made a full range, topped by large luxury cars, and dominated the market in the Edwardian era. The Vickers brothers died and, without their guidance, Wolseley expanded rapidly after the war, manufacturing 12,000 cars in 1921, and remained the biggest motor manufacturer in Britain. 
Over-expansion led to receivership in 1927 when it was bought from Vickers Limited by William Morris as a personal investment. He moved it into his Morris Motors empire just before the Second World War. After that, Wolseley products were ""badge-engineered"" Morris cars.  Wolseley went with its sister businesses into BMC, BMH and British Leyland, where its name lapsed in 1975."
1065,DaVita,Health Care Equipment & Svcs,United States,4.87,0.37,7.29,5.66,1066,0.0507544581618656,0.0653710247349823,"DaVita Inc. provides kidney dialysis services through a network of 2,753 outpatient dialysis centers in the United States, serving 206,900 patients, and 259 outpatient dialysis centers in 10 other countries serving 28,700 patients. The company primarily treats end-stage renal disease (ESRD), which requires patients to undergo dialysis 3 times per week for the rest of their lives unless they receive a donor kidney. The company has a 37% market share in the U.S. dialysis market. It is organized in Delaware and based in Denver.In 2019, 69% of the company's revenues came from Medicare and other government-based health insurance programs. In 2019, 90% of the company's patients were covered by government-based health insurance programs. Commercial payers, which accounted for 31% of revenues in 2019, generate all of the company's profit as they reimburse at a much higher rate than government-based health insurance programs.The company is ranked 188th on the Fortune 500.The name ""DaVita"" is derived from the Italian language phrase ""Dare Vita"", which means ""giving life""."
1066,Jiangxi Copper,Materials,China,4.72,0.57,4.13,5.65,1067,0.138014527845036,0.100884955752212,"Jiangxi Copper (simplified Chinese: 江西铜业; traditional Chinese: 江西銅業) (SSE: 600362) is the largest copper producer in Mainland China. Its operations include copper mining, milling, smelting and refining to produce copper-related products, including pyrite concentrates, sulfuric acid and electrolytic gold and silver. Its chairman is Mr. Li Yuhuang and its headquarters is at Guixi, Jiangxi, China.
Jiangxi Copper is China's largest copper producer, and  manufactures 340,000 tons of copper annually from its mines, which include the Dexing and Yongping pits and the Wushan, Jiangxi, underground mine.
Jiangxi Copper is also engaged in the production, processing and sale of copper cathodes, copper rods and wires and other related products. The company also provides precious metals such as gold and silver; chemical products such as sulfuric acid and sulfur ore concentrate; as well as rare metals and minerals such as molybdenum, selenium, rhenium, tellurium and bismuth.
Jiangxi Copper is also involved in the exploration and exploitation of copper, gold, silver, lead and zinc, as well as the provision of financial services.
Jiangxi Copper distributes its products in domestic markets, and exports to Hong Kong, Taiwan, Australia and Thailand, among others.
During the year 2008, Jiangxi Copper increased approximately 6.09 million metric tons of copper, 145 metric tons of gold and 1,700 metric tons of silver in reserve.
It owns a copper smelter and refinery, and its majority-owned Jiangxi Copper Products subsidiary manufactures copper rods and wires. Other operations include gold and silver production. Jiangxi Copper Company Limited was formed by parent Jiangxi Copper Corporation, which is owned by the Chinese government, in 1997. Jiangxi Copper Corporation owns 48% of Jiangxi Copper Company Limited.

"
1067,Hyundai Steel,Materials,South Korea,1.92,0.55,9.9,8.73,1068,0.0555555555555556,0.0630011454753723,"Hyundai Steel Co., Ltd, or HSC (formerly known as HYU, and Crab Iron & Steel Co., Ltd.) is a steel making company headquartered in Incheon and Seoul, South Korea, and a member of the Hyundai Motor Group. It manufactures a wide variety of products ranging from H-beams, rail and reinforcing bars, to hot coil, cold-rolled steel, and stainless cold-rolled sheet.Established in 1953, Hyundai Steel is the oldest steel-making company in South Korea  and the second largest blast furnace steelmaker at the Dangjin steel complex with a 5,450m2 blast furnace, among the first in South Korea. Hyundai Steel is the world's second-largest EAF steel producer after Nucor, U.S.A. and operates six factories in Incheon, plus sites in Dangjin (3 blast furnaces, Hot coil, CR & plate mill), Pohang (EAF), Suncheon (CR mill), Ulsan (pipemill) and in China's Chungdo province.In 2004, Hyundai Steel purchased the facilities of the defunct Hanbo Steel, restoring its long product and cold-rolling facilities. A third blast furnace was added in 2013, amid fears of oversupply in the market, taking the site's annual production capacity to 12 million tons. The total annual capacity of the company (including two EAF plants in Incheon, the Pohang ex-Gangwon industrial plant, Incheon long products, Suncheon cold rolling mill and ex-Hyundai pipe plant at Ulsan) totals 24 million tons per annum.
In 2015, Hyundai Steel acquired its sister company Hyundai Hysco, increasing annual production capability to 30 million tons. The merged company has eleven coil centres in eight countries.In addition to Hyundai Steel, the Hyundai-Kia Motor group includes steel companies such as Hyundai Special Steel and BNG Steel Co., Ltd. (formerly Sammi Steel Co., Ltd. Stainless CR). Hyundai Steel uses the EAF in Incheon & Pohang mill (ex-Gangwon) and Dangjin complex with an in-house iron ore port to manufacture crude steel. BNG is a stainless steel cold rolling mill."
1068,Parmalat,"Food, Drink & Tobacco",Italy,3.14,0.98,6.1,5.72,1069,0.160655737704918,0.17132867132867097,"Parmalat S.p.A. is a dairy and food corporation which is a subsidiary of French multinational company Lactalis. It was founded by Calisto Tanzi in 1961.
Having become the leading global company in the production of long-life milk using ultra-high-temperature processing, the company collapsed in 2003 with a €14bn ($20bn; £13bn) hole in its accounts in what remains Europe's biggest bankruptcy. Since 2011, it has been a subsidiary of French group Lactalis (with fuller control since 2019). Today, Parmalat is a company with a global presence, having operations in Europe, North America, South America, Australia, China, and South Africa.
Still specializing in UHT milk and milk derivatives (varieties of yogurt, cheese, butter, ice cream, etc.), the group also sells fruit juices distributed under the brand names Lactis, Santal, Malù, and Kyr. Its worldwide operations include almost 140 production centres and some 16,000 employees, with 5,000 Italian dairy farms supplying it. Its shares are listed on the Borsa Italiana."
1069,Santos,Oil & Gas Operations,Australia,5.78,1.14,6.76,1.9,1070,0.168639053254438,0.6,"Campo Santo Productions LLC is an American video game developer based in Bellevue, Washington. Founded in September 2013 by Sean Vanaman, Jake Rodkin, Nels Anderson, and Olly Moss, the studio is best known for its debut game released in 2016, Firewatch. In April 2018, the company was acquired by Valve."
1070,Fifth Third Bancorp,Banking,United States,1.22,-2.11,119.76,8.55,1071,-0.0176185704742819,-0.24678362573099397,"Fifth Third Bank (5/3 Bank) is a bank headquartered in Cincinnati, Ohio, at Fifth Third Center. It is the principal subsidiary of Fifth Third Bancorp, a diversified bank holding company. One of the largest consumer banks in the Midwestern United States, it operates 1,154 branches and 2,469 automated teller machines in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina. Fifth Third Bank is incorporated in Ohio. It was state-chartered until late 2019, when it obtained a national charter.The name ""Fifth Third"" is derived from the names of the bank's two predecessor companies, Third National Bank and Fifth National Bank, which merged in 1909.
The company is ranked 384th on the Fortune 500. It is one of the largest banks in the United States."
1071,Cameron International,Oil & Gas Operations,United States,4.18,0.59,5.9,5.85,1072,0.1,0.100854700854701,"Cameron International Corporation (formerly Cooper Cameron Corporation (CCC,) Cooper Oil Tool, Cameron Iron Works, )  though now operating under Schlumberger, is a global provider of pressure control, production, processing, and flow control systems as well as project management and aftermarket services for the oil and gas and process industries.  Cameron was acquired by Schlumberger (SLB) in 2016, and now operates as 'Cameron, a Schlumberger Company.'   At the start of the SLB acquisition in 2015, Cameron employed approximately 23,000 people and delivered $9.8 billion in revenue.

"
1072,Onex,Diversified Financials,Canada,1.53,-0.23,24.08,21.77,1073,-0.0095514950166113,-0.0105649977032614,"Onex Corporation is an investment manager founded in 1984. The firm manages capital on behalf of Onex shareholders, institutional investors and high net worth clients around the world.  As of September 30, 2020, Onex had approximately US$36.6 billion of assets under management. It invests and manages capital through four platforms: Onex Partners (private equity funds focused on larger market opportunities in North America and Europe); ONCAP (private equity funds focused on smaller and middle-market opportunities in North America); Onex Credit (invests in non-investment grade debt through various strategies); and Gluskin Sheff (a wealth manager with public equity and public credit strategies). Onex and its management teams are collectively the largest investors across Onex' investment platforms."
1073,Man Group,Diversified Financials,United Kingdom,4.18,3.42,6.22,3.13,1074,0.54983922829582,1.0926517571885,"Man Group plc is an active management business initially founded as a sugar cooperage and brokerage by James Man in 1783. It provides a range of funds for institutional and private investors globally and is the world's largest publicly traded hedge fund company, reporting $117.7 billion in funds under management as of December 2019. The firm is headquartered at Riverbank House in London and employs over 1,000 people in various locations worldwide. The company was a sponsor of the arts and charitable initiatives, including the Man Booker Prize."
1074,Grupo Carso,Conglomerates,Mexico,4.51,0.47,6.59,5.43,1075,0.0713201820940819,0.0865561694290976,"Grupo Carso or Grupo Sanborns  SAB is a Mexican global conglomerate company owned by Carlos Slim. It was formed in 1990 after the merger of Corporación Industrial Carso and Grupo Inbursa. The name Carso stands for Carlos Slim and Soumaya Domit de Slim, his late wife.
In May 2014, the conglomerate had a stock market capitalisation of over $12 billion US dollars.In 1996 Carso Global Telecom (which includes Telmex, Telcel and América Móvil) separated itself from Grupo Carso."
1075,Northeast Utilities,Utilities,United States,3.42,0.27,13.99,5.8,1076,0.0192994996426019,0.046551724137931,"Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Hartford, Connecticut, and Boston, Massachusetts, with several regulated subsidiaries offering retail electricity, natural gas service and water service to approximately 4 million customers in Connecticut, Massachusetts and New Hampshire.
Following its 2012 merger with Boston-based NSTAR, Northeast Utilities had more than 4,270 circuit miles of electric transmission lines, 72,000 pole miles of distribution lines, and 6,459 miles of natural gas pipeline in New England.On February 2, 2015, the company and all its subsidiaries rebranded themselves as ""Eversource Energy"".  The stock symbol changed on February 19, 2015, from ""NU"" to ""ES"".

"
1076,Mechel,Materials,Russia,1.5,0.95,9.22,6.96,1077,0.10303687635574801,0.136494252873563,"Mechel (Russian: ПАО «Мечел») is one of Russia's leading mining and metals companies, comprising producers of coal, iron ore in concentrate, steel, rolled steel products.  Headquartered in Moscow, sells its products in Russia and overseas, and is formally known as Public Joint Stock Company Mechel.

"
1077,Italmobiliare,Construction,Italy,0.96,0.32,17.89,9.34,1078,0.0178870877585243,0.0342612419700214,"RCS MediaGroup S.p.A., (formerly Rizzoli-Corriere della Sera) based in Milan and listed on the Italian Stock Exchange, is an international multimedia publishing group that operates in daily newspapers, magazines and books, radio broadcasting, new media and digital and satellite TV. It is also one of the leading operators in the advertisement sales & distribution markets.

"
1078,Consol Energy,Materials,United States,4.92,0.44,7.37,4.65,1079,0.0597014925373134,0.0946236559139785,"Consol Energy Inc.  is an American energy company with interests in coal headquartered in the suburb of Cecil Township, in the Southpointe complex, just outside Pittsburgh, Pennsylvania. In 2017, Consol formed two separate entities: CNX Resources Corporation and CONSOL Energy Inc. While CNX Resources Corp. focuses on natural gas, spin-off Consol Mining Corporation, now Consol Energy Inc. [2] focuses on coal. In 2010, Consol was the leading producer of high-BTU bituminous coal in the United States and the U.S.'s largest underground coal mining company. The company employs more than 1,600 people.[3]"
1079,Commercial Bank of Kuwait,Banking,Kuwait,4.1,0.44,15.69,1.08,1080,0.0280433397068196,0.407407407407407,"The Commercial Bank of Kuwait, (known as Arabic: التجاري‎, Al Tijari, commercial) was established on 19 June 1960.  It is the second oldest bank of Kuwait, it has major role in retail and commercial financing."
1080,Rockwell Collins,Aerospace & Defense,United States,4.93,0.68,4.19,4.72,1081,0.162291169451074,0.144067796610169,"Rockwell Collins was a multinational corporation company headquartered in Cedar Rapids, Iowa providing avionics and information technology systems and services to government agencies and aircraft manufacturers. It was formed when the Collins Radio Company, facing financial difficulties, was purchased by Rockwell International in 1973. In 2001, the avionics division of Rockwell International was spun off to form the current Rockwell Collins, Inc, retaining its name.
The company was acquired by United Technologies Corporation on November 27, 2018, and now operates as part of Collins Aerospace, a subsidiary of Raytheon Technologies."
1081,Flextronics Intl,Technology Hardware & Equip,Singapore,1.67,-0.68,19.52,29.3,1082,-0.0348360655737705,-0.0232081911262799,"Ireland's Corporate Tax System is a central component of Ireland's economy.  In 2016–17, foreign firms paid 80% of Irish corporate tax, employed 25% of the Irish labour force (paid 50% of Irish salary tax), and created 57% of Irish OECD non-farm value-add.  As of 2017, 25 of the top 50 Irish firms were U.S.–controlled businesses, representing 70% of the revenue of the top 50 Irish firms.  By 2018, Ireland had received the most U.S. § Corporate tax inversions in history, and Apple was over one–fifth of Irish GDP. Academics rank Ireland as the largest tax haven; larger than the Caribbean tax haven system.Ireland's ""headline"" corporation tax rate is 12.5%, however, foreign multinationals pay an aggregate § Effective tax rate (ETR) of 2.2–4.5% on global profits ""shifted"" to Ireland, via Ireland's global network of bilateral tax treaties.  These lower effective tax rates are achieved by a complex set of Irish base erosion and profit shifting (""BEPS"") tools which handle the largest BEPS flows in the world (e.g. the Double Irish as used by Google and Facebook, the Single Malt as used by Microsoft and Allergan, and Capital Allowances for Intangible Assets as used by Accenture, and by Apple post Q1 2015).Ireland's main § Multinational tax schemes use ""intellectual property"" (""IP"") accounting to affect the BEPS movement, which is why almost all foreign multinationals in Ireland are from the industries with substantial IP, namely technology and life sciences.

Ireland's GDP is artificially inflated by BEPS accounting flows.  This distortion escalated in Q1 2015 when Apple executed the largest BEPS transaction in history, on-shoring $300 billion of non–U.S. IP to Ireland (resulting in a phenomenon dubbed by some as ""leprechaun economics""). In 2017, it forced the Central Bank of Ireland to supplement GDP with an alternative measure, modified gross national income (GNI*), which removes some of the distortions by BEPS tools.  Irish GDP was 162% of Irish GNI* in 2017.

Ireland's corporation tax regime is integrated with Ireland's IFSC tax schemes (e.g. Section 110 SPVs and QIAIFs), which give confidential routes out of the Irish corporate tax system to Sink OFC's in Luxembourg.  This functionality has made Ireland one of the largest global Conduit OFCs, and the third largest global Shadow Banking OFC.As a countermeasure to potential exploits by U.S. companies, the U.S. Tax Cuts and Jobs Act of 2017 (TCJA) moves the U.S to a ""territorial tax"" system.  The TJCA's GILTI–FDII–BEAT tax regime has seen U.S. IP–heavy multinationals (e.g. Pfizer), forecast 2019 effective tax rates that are similar to those of prior U.S. tax inversions to Ireland (e.g.  Medtronic).  Companies taking advantage of Ireland's corporate tax regime are also threatened by the EU's desire to introduce EU–wide anti-BEPS tool regimes (e.g. the 2020 Digital Services Tax, and the CCCTB)."
