,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
1125,Yamaha Motor,Recreational Products,Japan,4.8,16.6,0.4,11.7,1126,http://www.forbes.com/companies/yamaha-motor/,0.0341880341880342,0.0240963855421687,"Yamaha Motor Co., Ltd. (ヤマハ発動機株式会社, Yamaha Hatsudōki Kabushiki-gaisha) is a Japanese manufacturer of motorcycles, marine products such as boats and outboard motors, and other motorized products. The company was established in 1955 upon separation from Yamaha Corporation (however, Yamaha Corporation is still the largest private company shareholder with 9.92%, as of 2019), and is headquartered in Iwata, Shizuoka, Japan. The company conducts development, production and marketing operations through 109 consolidated subsidiaries as of 2012.Led by Genichi Kawakami, the company’s founder and first president, Yamaha Motor began production of its first product, the YA-1, in 1955. The 125cc motorcycle won the 3rd Mount Fuji Ascent Race in its class.
The company's products includes motorcycles, scooters, motorized bicycles, boats, sail boats, personal water craft, swimming pools, utility boats, fishing boats, outboard motors, 4-wheel ATVs, recreational off-road vehicles, go-kart engines, golf carts, multi-purpose engines, electrical generators, water pumps, snowmobiles, small snow throwers, automobile engines, surface mounters, intelligent machinery, industrial-use unmanned helicopters, electrical power units for wheelchairs and helmets. The company is also involved in the import and sales of various types of products, development of tourist businesses and management of leisure, recreational facilities and related services. Yamaha’s motorcycle sales are the second largest in the world and Yamaha is the world leader in water vehicle sales."
1126,Nishi-Nippon City Bank,Regional Banks,Japan,2.3,1.9,0.6,88.5,1127,http://www.forbes.com/companies/nishi-nippon-city-bank/,0.00677966101694915,0.315789473684211,"Personal loans  in Japan are provided by three types of providers. First, there are large, traditional banks, with a long history. Their big advantage is the availability of loans and branches of these banks. Loans are also provided by specialized consumer credit companies. These are often owned by large, multi-national corporation. For example, Acom, one of leading consumer credit companies in Japan, is owned by Mitsubishi UFJ Financial Group. The advantage of these loans is their availability when these companies are willing to serve customers who do not have a bank loan. A big role is played by psychology, when many people feel shame when they go to apply for a loan to the bank and often needs a guarantor.On the Japanese market, there are companies that operate at so-called gray zone, sometimes called sarakin. According to estimations, about 10% of the population borrowed from them and there are about 10,000 companies like that on Japanese market. Interest rates were as high as 29.2%.  This rate was capped to 15-20% p.a.On Japanese market, there is not common to work with credit score as on western markets. Every company and bank is doing its own credit scoring without any help of credit bureau.Many regional banks are facing several obstacles – high risk-aversion in Japanese population in general. Secondly, the competition is increasing on the market and legal framework is getting stricter. Finally, many young people are moving to big cities, where they are handled by big banks. This led to the merger of the Bank of Yokohama and Higashi-Nippon Bank.Last and most recent platform, is P2P lending. There are only few operators in Japan running this platform so this kind of distribution channel is still minor.

"
1127,Fresnillo,Diversified Metals & Mining,Mexico,20.4,2.0,0.8,2.8,1128,http://www.forbes.com/companies/fresnillo/,0.28571428571428603,0.4,"Fresnillo plc is an Anglo-Mexican precious metals mining company incorporated in the United Kingdom and headquartered in Mexico City.  Fresnillo is the world's largest producer of silver from ore (primary silver) and Mexico's second-largest gold miner. The first Mexican firm to have its primary listing on the LSE, Fresnillo is a constituent of the FTSE 100 Index.

"
1128,Link REIT,Real Estate,Hong Kong-China,8.3,0.7,2.0,8.8,1129,http://www.forbes.com/companies/link-reit/,0.22727272727272702,2.85714285714286,"Link Real Estate Investment Trust (Chinese: 領展房地產投資信託基金, or 領展; previously known as The Link Real Estate Investment Trust  (領匯房地產投資信託基金, or 領匯), managed by Link Asset Management Limited, is the first real estate investment trust in Hong Kong and currently the largest in Asia in terms of market capitalisation. It is wholly owned by private and institutional investors.
Link REIT's portfolio consists of 126 properties with about 9 million sq ft of retail and office space in Hong Kong, as well as 7 properties with about 6 million sq ft of retail and office space  outside Hong Kong. Link REIT has its head office at The Quayside (海濱匯) in Kwun Tong.

"
1129,NYSE Euronext,Investment Services,United States,7.6,4.6,0.6,13.1,1130,http://www.forbes.com/companies/nyse-euronext/,0.0458015267175573,0.130434782608696,"NYSE Euronext, Inc. was a Euro-American multinational financial services corporation that operated multiple securities exchanges, including the New York Stock Exchange, Euronext and NYSE Arca (formerly known as ArcaEx). NYSE merged with Archipelago Holdings on March 7, 2006, forming NYSE Group, Inc. On April 4, 2007, NYSE Group, Inc. merged with Euronext N.V. to form the first global equities exchange, with its headquarters in Lower Manhattan. The corporation was then acquired by Intercontinental Exchange, which subsequently spun off Euronext.

"
1130,Investor,Investment Services,Sweden,17.0,2.8,-1.3,31.2,1131,http://www.forbes.com/companies/investor/,-0.0416666666666667,-0.464285714285714,"Investor AB is a Swedish investment and de facto conglomerate holding company, founded in 1916 and still controlled by the Wallenberg family through their Foundation Asset Management company FAM. The company owns a controlling stake in several large Swedish companies with smaller positions in a number of other firms. At year-end 2013 it had a market value of 420.68 billion kronor (€41.54 billion, $50.14 billion), a discount to the net asset value of 11.4%.

"
1131,Shoprite Holdings,Food Retail,South Africa,9.9,10.7,0.4,3.0,1132,http://www.forbes.com/companies/shoprite-holdings/,0.133333333333333,0.0373831775700935,"The Shoprite Group of Companies (JSE: SHP), is Africa's largest food retailer. It operates more than 2,829 stores in 15 countries across Africa. The company's headquarters are in Brackenfell in the Western Cape province of South Africa. Shoprite Holdings Limited is a public company listed on the Johannesburg Stock Exchange, with secondary listings on both the Namibian and Zambian Stock Exchanges. As of 2020, the Shoprite Group employed more than 141,000 people in more than 2,829 stores across the African continent.

"
1132,Qantas Airways,Airline,Australia,4.2,16.0,0.3,22.3,1133,http://www.forbes.com/companies/qantas-airways/,0.0134529147982063,0.01875,"Jetstar Asia Airways Pte Ltd (operating as Jetstar Asia) is a low-cost airline based in Singapore. It is one of the Asian offshoots of parent Jetstar Airways, the low-cost subsidiary airline of Australia's Qantas airline. It operates services to regional destinations in Southeast Asia to countries such as Myanmar, Cambodia, Malaysia, Indonesia, Philippines, Thailand and Vietnam. It also flies to regional routes in East Asia such as Japan, Taiwan and Hong Kong. It is the main feeder airline for its parent company Jetstar Airways for budget passengers flying to Australia. Its sister airlines include Jetstar in New Zealand and Jetstar Japan."
1133,Shanghai International Port,Other Tranportation,China,10.8,2.9,0.8,10.0,1134,http://www.forbes.com/companies/shanghai-international-port/,0.08,0.275862068965517,"The Port of Shanghai (Chinese: 上海港; pinyin: Shànghǎi Gǎng; Wu: Zaanhe Kaon), located in the vicinity of Shanghai, comprises a deep-sea port and a river port.
The main port enterprise in Shanghai, the Shanghai International Port Group (SIPG), was established during the reconstitution of the Shanghai Port Authority. Companies such as the Shanghai Port Container Co. and Waigaoqiao Bonded Zone Port Co. were involved in port of Shanghai.In 2010, Shanghai port overtook the Port of Singapore to become the world's busiest container port. Shanghai's port handled 29.05 million TEU, whereas Singapore's was a half million TEU behind.Shanghai handled 43.3 million TEU in 2019.Shanghai is one of only 4 port-cities in the world to be categorised as a large-port Megacity, due to its high volumes of port traffic and large urban population"
1134,Alpiq Holding,Electric Utilities,Switzerland,5.2,15.8,-1.5,18.6,1135,http://www.forbes.com/companies/alpiq-holding/,-0.0806451612903226,-0.0949367088607595,"Alpiq is a leading energy company in Switzerland and the largest energy service provider with focus on European markets. The company operates mainly in Switzerland, but it also has power stations in Italy, France, Norway, Hungary and the Czech Republic and building new ones in Germany, Italy, France, Bulgaria and the Czech Republic. The group was  established in 2009 in Neuchâtel, Switzerland after the merger of two Swiss energy companies Aare-Tessin Ltd. for Electricity (Atel) and Energie Ouest Suisse (EOS).

"
1135,Fosun International,Iron & Steel,China,4.0,6.8,0.6,17.8,1136,http://www.forbes.com/companies/fosun-international/,0.0337078651685393,0.0882352941176471,"Fosun International Limited is a Chinese conglomerate and investment company. Founded in 1992 by Guo Guangchang and four others, the company is headquartered in Shanghai and was incorporated in Hong Kong in 2004. Its Co-CEOs are Chen Qiyu and Xu Xiaoliang. Wang Qunbin joined Guo Guangchang as Co-Chairman in early 2020. The company is located in 16 countries and is one of the largest privately owned conglomerates in China. It was ranked 371st on the Forbes Global 2000 ranking in 2020.

"
1136,Canadian Oil Sands,Oil & Gas Operations,Canada,10.7,3.8,1.1,8.5,1137,http://www.forbes.com/companies/canadian-oil-sands/,0.12941176470588198,0.289473684210526,"Canadian Oil Sands Limited was a Canadian company that generates income from its oil sands investment in the Syncrude Joint Venture. Syncrude operated an oil sands facility and produced crude oil through the mining of oil sands from ore deposits in the Athabasca region of northern Alberta, Canada.
In 2016, Suncor Energy purchased all of the shares of Canadian Oil Sands Limited.

"
1137,Daiwa Securities,Investment Services,Japan,7.0,4.2,-0.4,202.9,1138,http://www.forbes.com/companies/daiwa-securities/,-0.0019714144898965,-0.0952380952380952,"Daiwa Securities Group Inc. (大和証券グループ本社, Daiwa Shōken Gurūpu Honsha) is a Japanese investment bank that is the second largest securities brokerage after Nomura Securities.Major subsidiaries include Daiwa Securities, which offers retail services such as online trading to individual investors and investment banking services in Japan, as well as Daiwa Capital Markets, the firm's international investment banking arm (with a presence across Asia, Europe and North America) that provides M&A advisory, sales and trading services in a variety of financial products to corporate and institutional clients. Other group companies provide asset management, research and private equity fund services.
The company is the fourth largest shareholder in SL Green Realty.

"
1138,AMR,Airline,United States,0.2,24.0,-2.0,23.8,1139,http://www.forbes.com/companies/amr/,-0.0840336134453781,-0.0833333333333333,"AMR Corporation is the former name of American Airlines Group, an airline holding company based in Fort Worth, Texas, which was the parent company of American Airlines, American Eagle Airlines, AmericanConnection and Executive Airlines. AMR filed for Chapter 11 bankruptcy in November 2011, and, coinciding with their exit from Chapter 11, acquired US Airways Group on December 9, 2013 and changed their name to American Airlines Group, Inc."
1139,BorgWarner,Auto & Truck Parts,United States,9.4,7.1,0.6,6.0,1139,http://www.forbes.com/companies/borgwarner/,0.1,0.0845070422535211,"BorgWarner Inc. is a U.S. automotive supplier headquartered in Auburn Hills, Michigan. The company maintains production facilities and technical systems at 99 sites (as of February 12, 2021) in 24 countries worldwide and has around 48,000 employees. BorgWarner is one of the 25 largest automotive suppliers in the world. Frédéric Lissalde has been CEO of BorgWarner Inc. since August 1, 2018.

"
1140,Orica,Diversified Metals & Mining,Australia,10.1,6.0,0.6,7.2,1141,http://www.forbes.com/companies/orica/,0.0833333333333333,0.1,"Orica Limited (ASX: ORI) is an Australian-based multinational corporation that is one of the world's largest providers of commercial explosives and blasting systems to the mining, quarrying, oil and gas and construction markets, a supplier of sodium cyanide for gold extraction, and a specialist provider of ground support services in mining and tunnelling.
Orica has a workforce of around 11,500 employees and contractors, servicing customers across more than 100 countries. Orica is listed on the Australian Securities Exchange (ASX: ORI). It has in recent years been subject to a number of high profile industrial accidents and fatalities.

"
1141,SGS,Business & Personal Services,Switzerland,14.7,5.1,0.6,4.9,1142,http://www.forbes.com/companies/sgs/,0.12244897959183698,0.117647058823529,"SGS  (formerly Société Générale de Surveillance (French for General Society of Surveillance)) is a Swiss multinational company headquartered in Geneva, Switzerland which provides inspection, verification, testing and certification services. It has more than 89,000 employees and operates over 2,600 offices and laboratories worldwide. It ranked on Forbes Global 2000 in 2015, 2016  and 2017.The core services offered by SGS include the inspection and verification of the quantity, weight and quality of traded goods, the testing of product quality and performance against various health, safety and regulatory standards, and to make sure that products, systems or services meet the requirements of standards set by governments, standardization bodies or by SGS customers."
1142,Interpublic Group,Advertising,United States,5.3,7.0,0.5,12.9,1143,http://www.forbes.com/companies/interpublic-group/,0.0387596899224806,0.0714285714285714,"The Interpublic Group of Companies, Inc. (IPG) is an American publicly traded advertising company. The company consists of five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and Marketing Specialists, as well as a number of independent specialty agencies in the areas of public relations, sports marketing, talent representation, and healthcare. It is one of the ""Big Four"" agency companies, alongside WPP, Publicis and Omnicom. Phillippe Krakowsy became the company's CEO on January 1, 2021."
1143,Wynn Resorts,Casinos & Gaming,United States,12.8,5.3,0.6,6.9,1144,http://www.forbes.com/companies/wynn-resorts/,0.0869565217391304,0.113207547169811,"Wynn Resorts, Limited is an American publicly traded corporation based in Paradise, Nevada that is a developer and operator of high end hotels and casinos. It was founded in 2002 by former Mirage Resorts Chairman and CEO Steve Wynn, and is now run by CEO Matthew Maddox. As of 2020, the company has developed six properties. Most notably, its flagship Wynn Las Vegas and Encore Las Vegas have each earned Five-Star status on the 2020 Forbes Travel Guide (FTG) Star Rating list and are now the largest and second largest FTG Five-Star resorts in the world, respectively. Wynn Palace, originally earning FTG Five-Star status in 2018, is the third largest."
1144,CIT Group,Consumer Financial Services,United States,8.7,4.7,0.0,45.2,1145,http://www.forbes.com/companies/cit-group/,0.0,0,"CIT Group Inc. (CIT) is a financial holding company and bank holding company incorporated in Delaware and headquartered in New York City. CIT Bank, CIT's banking subsidiary, is headquartered in Pasadena, California. The company's name is an initialism of an early corporate name, Commercial Investment Trust.
CIT provides financing, leasing, and advisory services principally to middle-market companies and small businesses in a wide variety of industries, primarily in North America. CIT also provides banking and related services to commercial and individual customers through its banking subsidiary, CIT Bank, which includes over 60 branches located in Southern California and a direct bank.
As of 2020, the company is ranked 732th on the Fortune 1000 list of the largest American companies and is  on the list of largest banks in the United States.CIT filed for bankruptcy protection on November 1, 2009, and with the consent of its bondholders, emerged from bankruptcy 38 days later, on December 10, 2009. In August 2015, CIT Group acquired OneWest Bank, a regional bank based in Southern California.On October 16, 2020, First Citizens BancShares announced the pending acquisition of CIT Group.

"
1145,Huatai Securities,Investment Services,China,8.8,1.7,0.5,17.2,1146,http://www.forbes.com/companies/huatai-securities/,0.0290697674418605,0.294117647058824,Securities industry in China is an article on the securities industry in mainland China.
1146,Lend Lease,Real Estate,Australia,4.3,9.8,0.5,12.9,1146,http://www.forbes.com/companies/lend-lease/,0.0387596899224806,0.0510204081632653,"The Lend-Lease policy, formally titled An Act to Promote the Defense of the United States (Pub.L. 77–11, H.R. 1776, 55 Stat. 31, enacted March 11, 1941), was a program under which the United States supplied the United Kingdom (and British Commonwealth), Free France, the Republic of China, and later the Soviet Union and other Allied nations with food, oil, and materiel between 1941 and August 1945. This included warships and warplanes, along with other weaponry. It was signed into law on March 11, 1941, and ended in September 1945. In general the aid was free, although some hardware (such as ships) were returned after the war. In return, the U.S. was given leases on army and naval bases in Allied territory during the war. Canada operated a similar smaller program called Mutual Aid.
A total of $50.1 billion (equivalent to $575 billion in 2019) worth of supplies was shipped, or 17% of the total war expenditures of the U.S. In all, $31.4 billion went to the United Kingdom, $11.3 billion to the Soviet Union, $3.2 billion to France, $1.6 billion to China, and the remaining $2.6 billion to the other Allies. Reverse Lend-Lease policies comprised services such as rent on air bases that went to the U.S., and totaled $7.8 billion; of this, $6.8 billion came from the British and the Commonwealth. The terms of the agreement provided that the materiel was to be used until returned or destroyed. In practice very little equipment was returned. Supplies that arrived after the termination date were sold to the United Kingdom at a large discount for £1.075 billion, using long-term loans from the United States. Canada's Mutual Aid program sent a loan of $1 billion and $3.4 billion in supplies and services to the United Kingdom and other Allies.Lend-Lease effectively ended the United States' pretense of neutrality which had been enshrined in the Neutrality Acts of the 1930s. It was a decisive step away from non-interventionist policy and toward open support for the Allies. Roosevelt's top foreign policy advisor Harry Hopkins had effective control over Lend-Lease, making sure it was in alignment with Roosevelt's foreign policy goals."
1147,Celanese,Diversified Chemicals,United States,7.4,6.8,0.6,8.5,1148,http://www.forbes.com/companies/celanese/,0.0705882352941176,0.0882352941176471,"Celanese Corporation, formerly known as Hoechst Celanese, is a Fortune 500 global technology and specialty materials company headquartered in Irving, Texas, United States. The company is the world’s leading producer of acetic acid, with the company’s total output, which currently stands at 1.95 million tonnes per year, representing approximately 25% of global production. Celanese is also the world's largest producer of vinyl acetate monomer (VAM).Celanese operates 25 production plants and six research centers in 11 countries, mainly in North America, Europe and Asia. The company owns and operates the world's three largest acetic acid plants, one in the Clear Lake area of Pasadena, Texas, one on Jurong Island in Singapore, and the third is in Nanjing, China."
1148,W&W-Wüstenrot,Investment Services,Germany,1.9,8.8,0.2,101.6,1149,http://www.forbes.com/companies/ww-wustenrot/,0.00196850393700787,0.0227272727272727,"Wüstenrot & Württembergische (W&W) is a German financial services group, based in Stuttgart founded in 1999. The Wüstenrot side of the business offers banking services. Württembergische offers insurance. W&W took over Karlsruher Versicherungsgruppe in 2005, thereby becoming one of Germany's top 15 insurance groups.The company is primarily active in the building society and insurance sectors. The main focus is on private and corporate customers. Wüstenrot Bausparkasse ranks second among the private building societies in terms of the amount of new building society business. Württembergische Lebensversicherung and Württembergische Versicherung are among the top ten German life and property insurers."
1149,DaVita,Healthcare Services,United States,8.3,7.0,0.5,8.9,1150,http://www.forbes.com/companies/davita/,0.0561797752808989,0.0714285714285714,"DaVita Inc. provides kidney dialysis services through a network of 2,753 outpatient dialysis centers in the United States, serving 206,900 patients, and 259 outpatient dialysis centers in 10 other countries serving 28,700 patients. The company primarily treats end-stage renal disease (ESRD), which requires patients to undergo dialysis 3 times per week for the rest of their lives unless they receive a donor kidney. The company has a 37% market share in the U.S. dialysis market. It is organized in Delaware and based in Denver.In 2019, 69% of the company's revenues came from Medicare and other government-based health insurance programs. In 2019, 90% of the company's patients were covered by government-based health insurance programs. Commercial payers, which accounted for 31% of revenues in 2019, generate all of the company's profit as they reimburse at a much higher rate than government-based health insurance programs.The company is ranked 188th on the Fortune 500.The name ""DaVita"" is derived from the Italian language phrase ""Dare Vita"", which means ""giving life""."
1150,CMS Energy,Electric Utilities,United States,5.6,6.5,0.4,16.5,1151,http://www.forbes.com/companies/cms-energy/,0.0242424242424242,0.0615384615384615,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan. Its principal business is Consumers Energy, a public utility that provides electricity and natural gas to more than 6 million of Michigan's 10 million residents. Its non-utility businesses are focused primarily on domestic independent power production. Consumers Energy has operated since 1886.CMS Enterprises' primary businesses are independent power production and natural gas transmission.

"
1151,Hebei Iron & Steel,Iron & Steel,China,5.2,17.7,0.2,16.3,1152,http://www.forbes.com/companies/hebei-iron-steel/,0.0122699386503067,0.0112994350282486,"Hesteel Group Company Limited is a Chinese iron and steel manufacturing conglomerate, also known as Hesteel Group or its pinyin shortname Hegang. The company was also known as Hebei Iron and Steel Group Co., Ltd. or HBIS until 2016 (Chinese: 河北钢铁集团有限公司).Hesteel Group is the second-largest steel producer in the world measured by crude steel output (after European-Indian conglomerate ArcelorMittal) in 2015, according to the World Steel Association (Chinese companies data was provided by China Iron and Steel Association). After the announcement of the merger of Baosteel Group and Wuhan Iron and Steel Corporation (WISCO) in September 2016, Baowu Steel Group's pro forma production volume in 2015 would be the second in the world, exceeding Hesteel Group. However, Hesteel Group, Baosteel Group and WISCO all announced the cut in production capacity, in response to the market demand and government policy, thus the final ranking could not be predicted.
By net assets, Baosteel Group's subsidiary was already exceeding the net assets of Hesteel Group as of 31 December 2015.
Hesteel Group had a second-tier subsidiary listed at the Shenzhen Stock Exchange, Hesteel Company, which is controlled by the direct subsidiaries Hansteel Group and Tangsteel Group of Hesteel Group."
1152,IHI,Heavy Equipment,Japan,3.7,14.3,0.4,15.9,1153,http://www.forbes.com/companies/ihi/,0.0251572327044025,0.027972027972028,"IHI Corporation (株式会社IHI, Kabushiki-gaisha IHI), formerly known as Ishikawajima-Harima Heavy Industries Co., Ltd. (石川島播磨重工業株式会社, Ishikawajima Harima Jūkōgyō Kabushiki-gaisha), is a Japanese engineering company headquartered in Tokyo, Japan that produces and offers ships, space launch vehicles, aircraft engines, marine diesel engines, gas turbines, railway systems, turbochargers for automobiles, plant engineering, industrial machinery, power station boilers and other facilities, suspension bridges and other structures.IHI is listed on the Tokyo Stock Exchange Section 1."
1153,Intuit,Software & Programming,United States,17.7,4.1,0.7,5.0,1154,http://www.forbes.com/companies/intuit/,0.14,0.170731707317073,"Intuit Inc. is an American business and financial software company that develops and sells financial, accounting, and tax preparation software and related services for small businesses, accountants, and individuals. The company is headquartered in Mountain View, California and the CEO is Sasan Goodarzi. As of 2019, more than 95% of its revenues and earnings come from its activities within the United States. Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks.
Intuit has lobbied extensively against the IRS creating its own online system of tax filing (in most wealthy countries, governments have simplified tax filing for its citizens, thus making software such as TurboTax unnecessary for most citizens). As part of an agreement with the IRS, TurboTax allows individuals making less than $66,000 a year to use a free version of TurboTax; a 2019 ProPublica investigation revealed that TurboTax deliberately makes this version hard to find and that it deceptively steers individuals who search for the free version to TurboTax versions that cost. TurboTax has tricked military service members to pay to use the filing software by creating and promoting a ""military discount"" and by making the free version hard to find when many service members are in fact eligible to use the software for free. Intuit is under investigation by multiple state attorneys general, as well as New York's Department of Financial Services.

"
1154,JS Group,Construction Materials,Japan,6.5,14.6,0.2,14.0,1155,http://www.forbes.com/companies/js-group/,0.0142857142857143,0.0136986301369863,"Ghani Group of Companies commonly known as Ghani Group is a Pakistani multinational conglomerate company headquartered in Lahore, Pakistan. It encompasses different business sectors: Mining, Glass, Poultry and Automobiles. Ghani Group of companies was founded in 1959 by Aitzaz Ghani as a trading company. It has operations in two countries Pakistan and UAE. The major Ghani Group of Companies are Ghani Mines, Ghani Halal Feed Mill, Ghani Glass, Ghani Food and Ghani Automobile Industries.Ghani Group remains a family-owned business, as the descendants of the founder (from the Ghani Family) own a majority stake in the company. The current chairman of the Ghani Group of Companies is Aitzaz Ghani.In 2013 the group formed a joint venture with Mara Group and JS Group with a view to expansion in Nigeria.

"
1155,Wisconsin Energy,Electric Utilities,United States,8.0,4.5,0.5,13.9,1156,http://www.forbes.com/companies/wisconsin-energy/,0.0359712230215827,0.111111111111111,"WEC Energy Group Inc., based in Milwaukee, Wisconsin, provides electricity and natural gas to 4.4 million customers across four states. The company operates through its brands – We Energies (Wisconsin Electric Power and Wisconsin Gas), Wisconsin Public Service, Peoples Gas, North Shore Gas, Michigan Gas Utilities, Minnesota Energy Resources and Upper Michigan Energy Resources.
WEC Energy Group's headquarters is located at 231 W. Michigan Street in Milwaukee.
On 29 July 2015, the company completed its acquisition of Integrys Energy Group in a deal worth $9.1 billion.

"
1156,Couche Tard,Food Retail,Canada,5.8,21.7,0.4,4.2,1157,http://www.forbes.com/companies/couche-tard/,0.0952380952380952,0.0184331797235023,"Alimentation Couche-Tard Inc., or simply Couche-Tard, is a Canadian multinational operator of convenience stores. The company has 15,000 stores across Canada, the United States, Mexico, Ireland, Norway, Sweden,  Denmark, Estonia, Latvia, Lithuania, Poland, Russia, Japan, China, and Indonesia. The company operates its corporate stores mainly under the Couche-Tard, Circle K and  On the Run brands, but also under the affiliated brands 7-jours, Dairy Mart, Daisy Mart and Winks.
The flagship Couche-Tard and Mac's stores, as well as some older Winks outlets, prominently feature a distinctive anthropomorphic red, winking owl. This mascot, named ""Jandrice"", was inherited from the Provi-Soir / Winks chain when it was absorbed in the late 1990s.
Founded by current chairman Alain Bouchard, the corporation is based in Laval, Quebec, Canada, a suburb of Montreal.
In French, ""couche-tard"" literally means ""(the type of person who) goes to bed late"", with connotations very similar to ""night owl"" in English."
1157,Textron,Conglomerates,United States,7.7,11.3,0.2,13.6,1158,http://www.forbes.com/companies/textron/,0.0147058823529412,0.0176991150442478,"Textron Inc. is an American industrial  conglomerate based in Providence, Rhode Island. Textron's subsidiaries include Arctic Cat, Bell Textron, Textron Aviation (which itself includes the Beechcraft, Hawker, and Cessna brands), and Lycoming Engines. It was founded by Royal Little in 1923 as the Special Yarns Company. In 2018, Textron employed over 37,000 people worldwide.
The company ranked 208th on the 2018 Fortune 500 of the largest United States corporations by revenue.

"
1158,Dassault Aviation,Aerospace & Defense,France,9.3,4.6,0.4,13.2,1159,http://www.forbes.com/companies/dassault-aviation/,0.0303030303030303,0.0869565217391304,"Dassault Aviation SA (French pronunciation: ​[daˈso]) is an international French aircraft manufacturer of military and business jets, and is a subsidiary of Dassault Group.
It was founded in 1929 by Marcel Bloch as Société des Avions Marcel Bloch or ""MB"". After World War II, Marcel Bloch changed his name to Marcel Dassault, and the name of the company was changed to Avions Marcel Dassault on 20 January 1947.
In 1971 Dassault acquired Breguet, forming Avions Marcel Dassault-Breguet Aviation (AMD-BA). In 1990 the company was renamed Dassault Aviation.
The Dassault Aviation Group has been headed by Éric Trappier since 9 January 2013."
1159,Dollar Tree,Discount Stores,United States,11.1,6.6,0.5,2.3,1159,http://www.forbes.com/companies/dollar-tree/,0.21739130434782603,0.0757575757575758,"Dollar Tree, Inc., formerly known as Only $1.00, is an American chain of discount variety stores that sells items for $1 or less. Headquartered in Chesapeake, Virginia, it is a Fortune 500 company and operates 15,115 stores throughout the 48 contiguous U.S. states and Canada. Its stores are supported by a nationwide logistics network of twenty four distribution centers. The company operates one-dollar stores under the names of Dollar Tree and Dollar Bills. The company also operates a multi-price-point variety chain under the Family Dollar banner.
Dollar Tree competes in the dollar store and low-end retail markets. Each Dollar Tree stocks a variety of products including national, regional, and private-label brands. Departments found in a Dollar Tree store include health and beauty, food and snacks, party, seasonal décor, housewares, glassware, dinnerware, household cleaning supplies, candy, toys, gifts, gift bags and wrap, stationery, craft supplies, teaching supplies, automotive, electronics, pet supplies, and books. Most Dollar Tree stores also sell frozen foods and dairy items such as milk, eggs, pizza, ice cream, frozen dinners, and pre-made baked goods. In August 2012, the company began accepting manufacturer's coupons at all of its store locations.

"
1160,Kuwait Finance House,Regional Banks,Kuwait,8.5,2.9,0.3,48.3,1161,http://www.forbes.com/companies/kuwait-finance-house/,0.0062111801242236,0.103448275862069,"Kuwait Finance House (Arabic: بيت التمويل الكويتي‎)(KFH) was established in the State of Kuwait, in 1977, as the first bank operating in accordance with the Islamic Shari'a. KFH is listed in Kuwait Stock Exchange (KSE), with a market capitalization of $8.2 billion (KWD 2.49 billion) as of May 2016. Assets total $55.52 billion (KWD 16.83 billion) and deposits amount to $34.97 billion (KWD 10.66 billion.) 

"
1161,Wuliangye Yibin,Beverages,China,22.4,2.2,0.7,4.4,1162,http://www.forbes.com/companies/wuliangye-yibin/,0.15909090909090898,0.318181818181818,"Wuliangye Yibin Company Limited (Chinese: 宜宾五粮液股份有限公司; pinyin: Wǔliángyè) is a Chinese alcoholic beverage company. It specializes in manufacturing baijiu, and is best known for Wuliangye, made from five organic grains: Proso millet, corn, glutinous rice, long grain rice and wheat.Its other trademark liquor spirits offerings include Tiandichun (Chinese: 天地春), Wuliangchun, Wuliangshen, Changsanjiao, Jinliufu, Laozuofang, Liuyanghe, Lianghuchun, and Xiandairen. Wuliangye and Tiandichun are aromatic baijius.Headquartered in Yibin, Sichuan Province, the company distributes its products all over the domestic market, and exports to overseas markets. As of 31 December 2007, the company has eight major subsidiaries.

"
1162,Julius Baer Group,Major Banks,Switzerland,8.5,2.2,0.3,56.6,1163,http://www.forbes.com/companies/julius-baer-group/,0.00530035335689046,0.136363636363636,"Julius Bär Group AG, known alternatively as Julius Baer Group Ltd., is a small to medium sized generalist private banking corporation founded and based in Switzerland. Headquartered in Zürich, it is among the older  Swiss banking institutions. In recent years the banks reputation and standing have taken a hit following a string of corruption and money laundering scandals which led to an unprecedented public censure by the Swiss regulatory authority (FINMA). The sanctions were on the back of a detailed investigation revealing a poor employee and risk culture across the bank. Since 2018 the bank has also been on a major cost cutting drive, leading to significant employee attrition and hundreds of job cuts. 
Established as a traditional private bank and named after Swiss banker Julius Bär, it provides investment management, real estate financing, wealth management, and select offerings in sales and trading based on an open and managed architecture. The majority of income is generated by commissions and service fees. Located in 28 countries, it is known for its banking secrecy and bank–client confidentiality. Julius Baer employs a staff of over 6,700 worldwide.The group manages assets for private clients from all over the world.  The firm's services consist mainly of wealth management and investment consultancy. The bank provides products via its open architecture platform as well as securities and foreign exchange trading. The shares of the Julius Baer Group are listed on the SIX Swiss Exchange and form part of the SMI MID, the mid-cap stock index comprising the 30 largest and most liquid listed Swiss companies not in the SMI."
